2025-01-29 18:44:56.482000 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:45:56.481239 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:46:56.474382 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:50:33.462806 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:51:40.519542 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:52:40.513917 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:53:40.515913 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:54:40.509876 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:55:40.513697 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:56:40.508709 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:57:40.504853 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:58:40.513438 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 18:59:40.509816 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 19:00:40.507145 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 19:01:40.516321 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 19:02:40.519261 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-01-29 19:03:40.504213 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 11:25:55.669978 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 11:27:27.953841 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 11:28:27.947103 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 11:29:27.949310 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 11:31:28.929612 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
