2025-02-03 18:20:41.469899 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:25:05.189739 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:31:43.828165 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:35:12.976035 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:36:12.971391 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:37:12.972462 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:38:12.978979 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:39:12.971564 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:40:12.972332 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:41:12.979755 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:42:12.986728 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:43:12.973471 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:44:12.975085 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
2025-02-03 18:45:12.978146 Data for device 30688 was not found. Label: non_shiftable_load House: R-H-02
