electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
0.15937,0.0058,0.11496,0.1049
0.08797,0.00638,0.12093,0.05433
0.08797,0.00638,0.12093,0.05433
0.08797,0.00638,0.12093,0.05433
0.08797,0.00638,0.12093,0.05433
0.0381,0.00638,0.0842,0.02115
0.0381,0.00638,0.0842,0.02115
0.0381,0.00638,0.0842,0.02115
0.0381,0.00638,0.0842,0.02115
0.012,0.00659,0.05844,0.00152
0.012,0.00659,0.05844,0.00152
0.012,0.00659,0.05844,0.00152
0.012,0.00659,0.05844,0.00152
0.00826,0.01841,0.03811,0.0
0.00826,0.01841,0.03811,0.0
0.00826,0.01841,0.03811,0.0
0.00826,0.01841,0.03811,0.0
0.00648,0.05371,0.02634,0.0
0.00648,0.05371,0.02634,0.0
0.00648,0.05371,0.02634,0.0
0.00648,0.05371,0.02634,0.0
0.0058,0.11496,0.0261,-1e-05
0.0058,0.11496,0.0261,-1e-05
0.0058,0.11496,0.0261,-1e-05
0.0058,0.11496,0.0261,-1e-05
0.00638,0.12093,0.02,-2e-05
0.00638,0.12093,0.02,-2e-05
0.00638,0.12093,0.02,-2e-05
0.00638,0.12093,0.02,-2e-05
0.00638,0.0842,0.02,-1e-05
0.00638,0.0842,0.02,-1e-05
0.00638,0.0842,0.02,-1e-05
0.00638,0.0842,0.02,-1e-05
0.00659,0.05844,0.02634,4e-05
0.00659,0.05844,0.02634,4e-05
0.00659,0.05844,0.02634,4e-05
0.00659,0.05844,0.02634,4e-05
0.01841,0.03811,0.03987,0.00796
0.01841,0.03811,0.03987,0.00796
0.01841,0.03811,0.03987,0.00796
0.01841,0.03811,0.03987,0.00796
0.05371,0.02634,0.09008,0.03296
0.05371,0.02634,0.09008,0.03296
0.05371,0.02634,0.09008,0.03296
0.05371,0.02634,0.09008,0.03296
0.11496,0.0261,0.1049,0.05311
0.11496,0.0261,0.1049,0.05311
0.11496,0.0261,0.1049,0.05311
0.11496,0.0261,0.1049,0.05311
0.12093,0.02,0.05433,0.04923
0.12093,0.02,0.05433,0.04923
0.12093,0.02,0.05433,0.04923
0.12093,0.02,0.05433,0.04923
0.0842,0.02,0.02115,0.03295
0.0842,0.02,0.02115,0.03295
0.0842,0.02,0.02115,0.03295
0.0842,0.02,0.02115,0.03295
0.05844,0.02634,0.00152,0.0273
0.05844,0.02634,0.00152,0.0273
0.05844,0.02634,0.00152,0.0273
0.05844,0.02634,0.00152,0.0273
0.03811,0.03987,0.0,0.02037
0.03811,0.03987,0.0,0.02037
0.03811,0.03987,0.0,0.02037
0.03811,0.03987,0.0,0.02037
0.02634,0.09008,0.0,0.01907
0.02634,0.09008,0.0,0.01907
0.02634,0.09008,0.0,0.01907
0.02634,0.09008,0.0,0.01907
0.0261,0.1049,-1e-05,0.01632
0.0261,0.1049,-1e-05,0.01632
0.0261,0.1049,-1e-05,0.01632
0.0261,0.1049,-1e-05,0.01632
0.02,0.05433,-2e-05,0.01227
0.02,0.05433,-2e-05,0.01227
0.02,0.05433,-2e-05,0.01227
0.02,0.05433,-2e-05,0.01227
0.02,0.02115,-1e-05,0.00907
0.02,0.02115,-1e-05,0.00907
0.02,0.02115,-1e-05,0.00907
0.02,0.02115,-1e-05,0.00907
0.02634,0.00152,4e-05,0.01194
0.02634,0.00152,4e-05,0.01194
0.02634,0.00152,4e-05,0.01194
0.02634,0.00152,4e-05,0.01194
0.03987,0.0,0.00796,0.0197
0.03987,0.0,0.00796,0.0197
0.03987,0.0,0.00796,0.0197
0.03987,0.0,0.00796,0.0197
0.09008,0.0,0.03296,0.03811
0.09008,0.0,0.03296,0.03811
0.09008,0.0,0.03296,0.03811
0.09008,0.0,0.03296,0.03811
0.1049,-1e-05,0.05311,0.05633
0.1049,-1e-05,0.05311,0.05633
0.1049,-1e-05,0.05311,0.05633
0.1049,-1e-05,0.05311,0.05633
0.05433,-2e-05,0.04923,0.03811
0.05433,-2e-05,0.04923,0.03811
0.05433,-2e-05,0.04923,0.03811
0.05433,-2e-05,0.04923,0.03811
0.02115,-1e-05,0.03295,0.02896
0.02115,-1e-05,0.03295,0.02896
0.02115,-1e-05,0.03295,0.02896
0.02115,-1e-05,0.03295,0.02896
0.00152,4e-05,0.0273,0.00352
0.00152,4e-05,0.0273,0.00352
0.00152,4e-05,0.0273,0.00352
0.00152,4e-05,0.0273,0.00352
0.0,0.00796,0.02037,0.0005
0.0,0.00796,0.02037,0.0005
0.0,0.00796,0.02037,0.0005
0.0,0.00796,0.02037,0.0005
0.0,0.03296,0.01907,0.0
0.0,0.03296,0.01907,0.0
0.0,0.03296,0.01907,0.0
0.0,0.03296,0.01907,0.0
-1e-05,0.05311,0.01632,0.0
-1e-05,0.05311,0.01632,0.0
-1e-05,0.05311,0.01632,0.0
-1e-05,0.05311,0.01632,0.0
-2e-05,0.04923,0.01227,0.0
-2e-05,0.04923,0.01227,0.0
-2e-05,0.04923,0.01227,0.0
-2e-05,0.04923,0.01227,0.0
-1e-05,0.03295,0.00907,0.00187
-1e-05,0.03295,0.00907,0.00187
-1e-05,0.03295,0.00907,0.00187
-1e-05,0.03295,0.00907,0.00187
4e-05,0.0273,0.01194,0.005
4e-05,0.0273,0.01194,0.005
4e-05,0.0273,0.01194,0.005
4e-05,0.0273,0.01194,0.005
0.00796,0.02037,0.0197,0.01006
0.00796,0.02037,0.0197,0.01006
0.00796,0.02037,0.0197,0.01006
0.00796,0.02037,0.0197,0.01006
0.03296,0.01907,0.03811,0.035
0.03296,0.01907,0.03811,0.035
0.03296,0.01907,0.03811,0.035
0.03296,0.01907,0.03811,0.035
0.05311,0.01632,0.05633,0.08
0.05311,0.01632,0.05633,0.08
0.05311,0.01632,0.05633,0.08
0.05311,0.01632,0.05633,0.08
0.04923,0.01227,0.03811,0.079
0.04923,0.01227,0.03811,0.079
0.04923,0.01227,0.03811,0.079
0.04923,0.01227,0.03811,0.079
0.03295,0.00907,0.02896,0.03501
0.03295,0.00907,0.02896,0.03501
0.03295,0.00907,0.02896,0.03501
0.03295,0.00907,0.02896,0.03501
0.0273,0.01194,0.00352,0.0101
0.0273,0.01194,0.00352,0.0101
0.0273,0.01194,0.00352,0.0101
0.0273,0.01194,0.00352,0.0101
0.02037,0.0197,0.0005,0.0036
0.02037,0.0197,0.0005,0.0036
0.02037,0.0197,0.0005,0.0036
0.02037,0.0197,0.0005,0.0036
0.01907,0.03811,0.0,0.00352
0.01907,0.03811,0.0,0.00352
0.01907,0.03811,0.0,0.00352
0.01907,0.03811,0.0,0.00352
0.01632,0.05633,0.0,0.00352
0.01632,0.05633,0.0,0.00352
0.01632,0.05633,0.0,0.00352
0.01632,0.05633,0.0,0.00352
0.01227,0.03811,0.0,0.00351
0.01227,0.03811,0.0,0.00351
0.01227,0.03811,0.0,0.00351
0.01227,0.03811,0.0,0.00351
0.00907,0.02896,0.00187,0.00352
0.00907,0.02896,0.00187,0.00352
0.00907,0.02896,0.00187,0.00352
0.00907,0.02896,0.00187,0.00352
0.01194,0.00352,0.005,0.00352
0.01194,0.00352,0.005,0.00352
0.01194,0.00352,0.005,0.00352
0.01194,0.00352,0.005,0.00352
0.0197,0.0005,0.01006,0.00352
0.0197,0.0005,0.01006,0.00352
0.0197,0.0005,0.01006,0.00352
0.0197,0.0005,0.01006,0.00352
0.03811,0.0,0.035,0.01416
0.03811,0.0,0.035,0.01416
0.03811,0.0,0.035,0.01416
0.03811,0.0,0.035,0.01416
0.05633,0.0,0.08,0.01772
0.05633,0.0,0.08,0.01772
0.05633,0.0,0.08,0.01772
0.05633,0.0,0.08,0.01772
0.03811,0.0,0.079,0.01883
0.03811,0.0,0.079,0.01883
0.03811,0.0,0.079,0.01883
0.03811,0.0,0.079,0.01883
0.02896,0.00187,0.03501,0.00473
0.02896,0.00187,0.03501,0.00473
0.02896,0.00187,0.03501,0.00473
0.02896,0.00187,0.03501,0.00473
0.00352,0.005,0.0101,0.00352
0.00352,0.005,0.0101,0.00352
0.00352,0.005,0.0101,0.00352
0.00352,0.005,0.0101,0.00352
0.0005,0.01006,0.0036,0.0
0.0005,0.01006,0.0036,0.0
0.0005,0.01006,0.0036,0.0
0.0005,0.01006,0.0036,0.0
0.0,0.035,0.00352,-1e-05
0.0,0.035,0.00352,-1e-05
0.0,0.035,0.00352,-1e-05
0.0,0.035,0.00352,-1e-05
0.0,0.08,0.00352,-2e-05
0.0,0.08,0.00352,-2e-05
0.0,0.08,0.00352,-2e-05
0.0,0.08,0.00352,-2e-05
0.0,0.079,0.00351,-1e-05
0.0,0.079,0.00351,-1e-05
0.0,0.079,0.00351,-1e-05
0.0,0.079,0.00351,-1e-05
0.00187,0.03501,0.00352,0.0
0.00187,0.03501,0.00352,0.0
0.00187,0.03501,0.00352,0.0
0.00187,0.03501,0.00352,0.0
0.005,0.0101,0.00352,1e-05
0.005,0.0101,0.00352,1e-05
0.005,0.0101,0.00352,1e-05
0.005,0.0101,0.00352,1e-05
0.01006,0.0036,0.00352,0.00065
0.01006,0.0036,0.00352,0.00065
0.01006,0.0036,0.00352,0.00065
0.01006,0.0036,0.00352,0.00065
0.035,0.00352,0.01416,0.0063
0.035,0.00352,0.01416,0.0063
0.035,0.00352,0.01416,0.0063
0.035,0.00352,0.01416,0.0063
0.08,0.00352,0.01772,0.03501
0.08,0.00352,0.01772,0.03501
0.08,0.00352,0.01772,0.03501
0.08,0.00352,0.01772,0.03501
0.079,0.00351,0.01883,0.05002
0.079,0.00351,0.01883,0.05002
0.079,0.00351,0.01883,0.05002
0.079,0.00351,0.01883,0.05002
0.03501,0.00352,0.00473,0.03501
0.03501,0.00352,0.00473,0.03501
0.03501,0.00352,0.00473,0.03501
0.03501,0.00352,0.00473,0.03501
0.0101,0.00352,0.00352,0.02091
0.0101,0.00352,0.00352,0.02091
0.0101,0.00352,0.00352,0.02091
0.0101,0.00352,0.00352,0.02091
0.0036,0.00352,0.0,0.035
0.0036,0.00352,0.0,0.035
0.0036,0.00352,0.0,0.035
0.0036,0.00352,0.0,0.035
0.00352,0.01416,-1e-05,0.01997
0.00352,0.01416,-1e-05,0.01997
0.00352,0.01416,-1e-05,0.01997
0.00352,0.01416,-1e-05,0.01997
0.00352,0.01772,-2e-05,0.0191
0.00352,0.01772,-2e-05,0.0191
0.00352,0.01772,-2e-05,0.0191
0.00352,0.01772,-2e-05,0.0191
0.00351,0.01883,-1e-05,0.01934
0.00351,0.01883,-1e-05,0.01934
0.00351,0.01883,-1e-05,0.01934
0.00351,0.01883,-1e-05,0.01934
0.00352,0.00473,0.0,0.0132
0.00352,0.00473,0.0,0.0132
0.00352,0.00473,0.0,0.0132
0.00352,0.00473,0.0,0.0132
0.00352,0.00352,1e-05,0.0164
0.00352,0.00352,1e-05,0.0164
0.00352,0.00352,1e-05,0.0164
0.00352,0.00352,1e-05,0.0164
0.00352,0.0,0.00065,0.01975
0.00352,0.0,0.00065,0.01975
0.00352,0.0,0.00065,0.01975
0.00352,0.0,0.00065,0.01975
0.01416,-1e-05,0.0063,0.0203
0.01416,-1e-05,0.0063,0.0203
0.01416,-1e-05,0.0063,0.0203
0.01416,-1e-05,0.0063,0.0203
0.01772,-2e-05,0.03501,0.02146
0.01772,-2e-05,0.03501,0.02146
0.01772,-2e-05,0.03501,0.02146
0.01772,-2e-05,0.03501,0.02146
0.01883,-1e-05,0.05002,0.01
0.01883,-1e-05,0.05002,0.01
0.01883,-1e-05,0.05002,0.01
0.01883,-1e-05,0.05002,0.01
0.00473,0.0,0.03501,0.00066
0.00473,0.0,0.03501,0.00066
0.00473,0.0,0.03501,0.00066
0.00473,0.0,0.03501,0.00066
0.00352,1e-05,0.02091,-0.00013
0.00352,1e-05,0.02091,-0.00013
0.00352,1e-05,0.02091,-0.00013
0.00352,1e-05,0.02091,-0.00013
0.0,0.00065,0.035,-0.0003
0.0,0.00065,0.035,-0.0003
0.0,0.00065,0.035,-0.0003
0.0,0.00065,0.035,-0.0003
-1e-05,0.0063,0.01997,-0.001
-1e-05,0.0063,0.01997,-0.001
-1e-05,0.0063,0.01997,-0.001
-1e-05,0.0063,0.01997,-0.001
-2e-05,0.03501,0.0191,-0.00101
-2e-05,0.03501,0.0191,-0.00101
-2e-05,0.03501,0.0191,-0.00101
-2e-05,0.03501,0.0191,-0.00101
-1e-05,0.05002,0.01934,-0.0012
-1e-05,0.05002,0.01934,-0.0012
-1e-05,0.05002,0.01934,-0.0012
-1e-05,0.05002,0.01934,-0.0012
0.0,0.03501,0.0132,-0.001
0.0,0.03501,0.0132,-0.001
0.0,0.03501,0.0132,-0.001
0.0,0.03501,0.0132,-0.001
1e-05,0.02091,0.0164,0.0001
1e-05,0.02091,0.0164,0.0001
1e-05,0.02091,0.0164,0.0001
1e-05,0.02091,0.0164,0.0001
0.00065,0.035,0.01975,0.01
0.00065,0.035,0.01975,0.01
0.00065,0.035,0.01975,0.01
0.00065,0.035,0.01975,0.01
0.0063,0.01997,0.0203,0.04649
0.0063,0.01997,0.0203,0.04649
0.0063,0.01997,0.0203,0.04649
0.0063,0.01997,0.0203,0.04649
0.03501,0.0191,0.02146,0.09561
0.03501,0.0191,0.02146,0.09561
0.03501,0.0191,0.02146,0.09561
0.03501,0.0191,0.02146,0.09561
0.05002,0.01934,0.01,0.09561
0.05002,0.01934,0.01,0.09561
0.05002,0.01934,0.01,0.09561
0.05002,0.01934,0.01,0.09561
0.03501,0.0132,0.00066,0.07899
0.03501,0.0132,0.00066,0.07899
0.03501,0.0132,0.00066,0.07899
0.03501,0.0132,0.00066,0.07899
0.02091,0.0164,-0.00013,0.06875
0.02091,0.0164,-0.00013,0.06875
0.02091,0.0164,-0.00013,0.06875
0.02091,0.0164,-0.00013,0.06875
0.035,0.01975,-0.0003,0.07045
0.035,0.01975,-0.0003,0.07045
0.035,0.01975,-0.0003,0.07045
0.035,0.01975,-0.0003,0.07045
0.01997,0.0203,-0.001,0.04621
0.01997,0.0203,-0.001,0.04621
0.01997,0.0203,-0.001,0.04621
0.01997,0.0203,-0.001,0.04621
0.0191,0.02146,-0.00101,0.03501
0.0191,0.02146,-0.00101,0.03501
0.0191,0.02146,-0.00101,0.03501
0.0191,0.02146,-0.00101,0.03501
0.01934,0.01,-0.0012,0.02701
0.01934,0.01,-0.0012,0.02701
0.01934,0.01,-0.0012,0.02701
0.01934,0.01,-0.0012,0.02701
0.0132,0.00066,-0.001,0.0255
0.0132,0.00066,-0.001,0.0255
0.0132,0.00066,-0.001,0.0255
0.0132,0.00066,-0.001,0.0255
0.0164,-0.00013,0.0001,0.02557
0.0164,-0.00013,0.0001,0.02557
0.0164,-0.00013,0.0001,0.02557
0.0164,-0.00013,0.0001,0.02557
0.01975,-0.0003,0.01,0.02651
0.01975,-0.0003,0.01,0.02651
0.01975,-0.0003,0.01,0.02651
0.01975,-0.0003,0.01,0.02651
0.0203,-0.001,0.04649,0.02887
0.0203,-0.001,0.04649,0.02887
0.0203,-0.001,0.04649,0.02887
0.0203,-0.001,0.04649,0.02887
0.02146,-0.00101,0.09561,0.02625
0.02146,-0.00101,0.09561,0.02625
0.02146,-0.00101,0.09561,0.02625
0.02146,-0.00101,0.09561,0.02625
0.01,-0.0012,0.09561,0.0001
0.01,-0.0012,0.09561,0.0001
0.01,-0.0012,0.09561,0.0001
0.01,-0.0012,0.09561,0.0001
0.00066,-0.001,0.07899,-0.00101
0.00066,-0.001,0.07899,-0.00101
0.00066,-0.001,0.07899,-0.00101
0.00066,-0.001,0.07899,-0.00101
-0.00013,0.0001,0.06875,-0.00154
-0.00013,0.0001,0.06875,-0.00154
-0.00013,0.0001,0.06875,-0.00154
-0.00013,0.0001,0.06875,-0.00154
-0.0003,0.01,0.07045,-0.00154
-0.0003,0.01,0.07045,-0.00154
-0.0003,0.01,0.07045,-0.00154
-0.0003,0.01,0.07045,-0.00154
-0.001,0.04649,0.04621,-0.001
-0.001,0.04649,0.04621,-0.001
-0.001,0.04649,0.04621,-0.001
-0.001,0.04649,0.04621,-0.001
-0.00101,0.09561,0.03501,-0.001
-0.00101,0.09561,0.03501,-0.001
-0.00101,0.09561,0.03501,-0.001
-0.00101,0.09561,0.03501,-0.001
-0.0012,0.09561,0.02701,-0.00132
-0.0012,0.09561,0.02701,-0.00132
-0.0012,0.09561,0.02701,-0.00132
-0.0012,0.09561,0.02701,-0.00132
-0.001,0.07899,0.0255,-0.00149
-0.001,0.07899,0.0255,-0.00149
-0.001,0.07899,0.0255,-0.00149
-0.001,0.07899,0.0255,-0.00149
0.0001,0.06875,0.02557,-1e-05
0.0001,0.06875,0.02557,-1e-05
0.0001,0.06875,0.02557,-1e-05
0.0001,0.06875,0.02557,-1e-05
0.01,0.07045,0.02651,0.00826
0.01,0.07045,0.02651,0.00826
0.01,0.07045,0.02651,0.00826
0.01,0.07045,0.02651,0.00826
0.04649,0.04621,0.02887,0.0352
0.04649,0.04621,0.02887,0.0352
0.04649,0.04621,0.02887,0.0352
0.04649,0.04621,0.02887,0.0352
0.09561,0.03501,0.02625,0.075
0.09561,0.03501,0.02625,0.075
0.09561,0.03501,0.02625,0.075
0.09561,0.03501,0.02625,0.075
0.09561,0.02701,0.0001,0.08
0.09561,0.02701,0.0001,0.08
0.09561,0.02701,0.0001,0.08
0.09561,0.02701,0.0001,0.08
0.07899,0.0255,-0.00101,0.07001
0.07899,0.0255,-0.00101,0.07001
0.07899,0.0255,-0.00101,0.07001
0.07899,0.0255,-0.00101,0.07001
0.06875,0.02557,-0.00154,0.06638
0.06875,0.02557,-0.00154,0.06638
0.06875,0.02557,-0.00154,0.06638
0.06875,0.02557,-0.00154,0.06638
0.07045,0.02651,-0.00154,0.04837
0.07045,0.02651,-0.00154,0.04837
0.07045,0.02651,-0.00154,0.04837
0.07045,0.02651,-0.00154,0.04837
0.04621,0.02887,-0.001,0.0419
0.04621,0.02887,-0.001,0.0419
0.04621,0.02887,-0.001,0.0419
0.04621,0.02887,-0.001,0.0419
0.03501,0.02625,-0.001,0.04332
0.03501,0.02625,-0.001,0.04332
0.03501,0.02625,-0.001,0.04332
0.03501,0.02625,-0.001,0.04332
0.02701,0.0001,-0.00132,0.03954
0.02701,0.0001,-0.00132,0.03954
0.02701,0.0001,-0.00132,0.03954
0.02701,0.0001,-0.00132,0.03954
0.0255,-0.00101,-0.00149,0.03974
0.0255,-0.00101,-0.00149,0.03974
0.0255,-0.00101,-0.00149,0.03974
0.0255,-0.00101,-0.00149,0.03974
0.02557,-0.00154,-1e-05,0.04622
0.02557,-0.00154,-1e-05,0.04622
0.02557,-0.00154,-1e-05,0.04622
0.02557,-0.00154,-1e-05,0.04622
0.02651,-0.00154,0.00826,0.0701
0.02651,-0.00154,0.00826,0.0701
0.02651,-0.00154,0.00826,0.0701
0.02651,-0.00154,0.00826,0.0701
0.02887,-0.001,0.0352,0.13257
0.02887,-0.001,0.0352,0.13257
0.02887,-0.001,0.0352,0.13257
0.02887,-0.001,0.0352,0.13257
0.02625,-0.001,0.075,0.14304
0.02625,-0.001,0.075,0.14304
0.02625,-0.001,0.075,0.14304
0.02625,-0.001,0.075,0.14304
0.0001,-0.00132,0.08,0.06
0.0001,-0.00132,0.08,0.06
0.0001,-0.00132,0.08,0.06
0.0001,-0.00132,0.08,0.06
-0.00101,-0.00149,0.07001,0.01743
-0.00101,-0.00149,0.07001,0.01743
-0.00101,-0.00149,0.07001,0.01743
-0.00101,-0.00149,0.07001,0.01743
-0.00154,-1e-05,0.06638,0.00301
-0.00154,-1e-05,0.06638,0.00301
-0.00154,-1e-05,0.06638,0.00301
-0.00154,-1e-05,0.06638,0.00301
-0.00154,0.00826,0.04837,0.001
-0.00154,0.00826,0.04837,0.001
-0.00154,0.00826,0.04837,0.001
-0.00154,0.00826,0.04837,0.001
-0.001,0.0352,0.0419,0.0
-0.001,0.0352,0.0419,0.0
-0.001,0.0352,0.0419,0.0
-0.001,0.0352,0.0419,0.0
-0.001,0.075,0.04332,0.0
-0.001,0.075,0.04332,0.0
-0.001,0.075,0.04332,0.0
-0.001,0.075,0.04332,0.0
-0.00132,0.08,0.03954,0.0
-0.00132,0.08,0.03954,0.0
-0.00132,0.08,0.03954,0.0
-0.00132,0.08,0.03954,0.0
-0.00149,0.07001,0.03974,0.0
-0.00149,0.07001,0.03974,0.0
-0.00149,0.07001,0.03974,0.0
-0.00149,0.07001,0.03974,0.0
-1e-05,0.06638,0.04622,0.00151
-1e-05,0.06638,0.04622,0.00151
-1e-05,0.06638,0.04622,0.00151
-1e-05,0.06638,0.04622,0.00151
0.00826,0.04837,0.0701,0.02
0.00826,0.04837,0.0701,0.02
0.00826,0.04837,0.0701,0.02
0.00826,0.04837,0.0701,0.02
0.0352,0.0419,0.13257,0.0691
0.0352,0.0419,0.13257,0.0691
0.0352,0.0419,0.13257,0.0691
0.0352,0.0419,0.13257,0.0691
0.075,0.04332,0.14304,0.156
0.075,0.04332,0.14304,0.156
0.075,0.04332,0.14304,0.156
0.075,0.04332,0.14304,0.156
0.08,0.03954,0.06,0.17001
0.08,0.03954,0.06,0.17001
0.08,0.03954,0.06,0.17001
0.08,0.03954,0.06,0.17001
0.07001,0.03974,0.01743,0.11834
0.07001,0.03974,0.01743,0.11834
0.07001,0.03974,0.01743,0.11834
0.07001,0.03974,0.01743,0.11834
0.06638,0.04622,0.00301,0.09984
0.06638,0.04622,0.00301,0.09984
0.06638,0.04622,0.00301,0.09984
0.06638,0.04622,0.00301,0.09984
0.04837,0.0701,0.001,0.083
0.04837,0.0701,0.001,0.083
0.04837,0.0701,0.001,0.083
0.04837,0.0701,0.001,0.083
0.0419,0.13257,0.0,0.0718
0.0419,0.13257,0.0,0.0718
0.0419,0.13257,0.0,0.0718
0.0419,0.13257,0.0,0.0718
0.04332,0.14304,0.0,0.06907
0.04332,0.14304,0.0,0.06907
0.04332,0.14304,0.0,0.06907
0.04332,0.14304,0.0,0.06907
0.03954,0.06,0.0,0.05765
0.03954,0.06,0.0,0.05765
0.03954,0.06,0.0,0.05765
0.03954,0.06,0.0,0.05765
0.03974,0.01743,0.0,0.05122
0.03974,0.01743,0.0,0.05122
0.03974,0.01743,0.0,0.05122
0.03974,0.01743,0.0,0.05122
0.04622,0.00301,0.00151,0.05316
0.04622,0.00301,0.00151,0.05316
0.04622,0.00301,0.00151,0.05316
0.04622,0.00301,0.00151,0.05316
0.0701,0.001,0.02,0.0605
0.0701,0.001,0.02,0.0605
0.0701,0.001,0.02,0.0605
0.0701,0.001,0.02,0.0605
0.13257,0.0,0.0691,0.13117
0.13257,0.0,0.0691,0.13117
0.13257,0.0,0.0691,0.13117
0.13257,0.0,0.0691,0.13117
0.14304,0.0,0.156,0.104
0.14304,0.0,0.156,0.104
0.14304,0.0,0.156,0.104
0.14304,0.0,0.156,0.104
0.06,0.0,0.17001,0.03688
0.06,0.0,0.17001,0.03688
0.06,0.0,0.17001,0.03688
0.06,0.0,0.17001,0.03688
0.01743,0.0,0.11834,0.00065
0.01743,0.0,0.11834,0.00065
0.01743,0.0,0.11834,0.00065
0.01743,0.0,0.11834,0.00065
0.00301,0.00151,0.09984,-1e-05
0.00301,0.00151,0.09984,-1e-05
0.00301,0.00151,0.09984,-1e-05
0.00301,0.00151,0.09984,-1e-05
0.001,0.02,0.083,-0.00086
0.001,0.02,0.083,-0.00086
0.001,0.02,0.083,-0.00086
0.001,0.02,0.083,-0.00086
0.0,0.0691,0.0718,-0.00101
0.0,0.0691,0.0718,-0.00101
0.0,0.0691,0.0718,-0.00101
0.0,0.0691,0.0718,-0.00101
0.0,0.156,0.06907,-0.00102
0.0,0.156,0.06907,-0.00102
0.0,0.156,0.06907,-0.00102
0.0,0.156,0.06907,-0.00102
0.0,0.17001,0.05765,-0.00101
0.0,0.17001,0.05765,-0.00101
0.0,0.17001,0.05765,-0.00101
0.0,0.17001,0.05765,-0.00101
0.0,0.11834,0.05122,-0.001
0.0,0.11834,0.05122,-0.001
0.0,0.11834,0.05122,-0.001
0.0,0.11834,0.05122,-0.001
0.00151,0.09984,0.05316,-1e-05
0.00151,0.09984,0.05316,-1e-05
0.00151,0.09984,0.05316,-1e-05
0.00151,0.09984,0.05316,-1e-05
0.02,0.083,0.0605,1e-05
0.02,0.083,0.0605,1e-05
0.02,0.083,0.0605,1e-05
0.02,0.083,0.0605,1e-05
0.0691,0.0718,0.13117,0.03368
0.0691,0.0718,0.13117,0.03368
0.0691,0.0718,0.13117,0.03368
0.0691,0.0718,0.13117,0.03368
0.156,0.06907,0.104,0.1176
0.156,0.06907,0.104,0.1176
0.156,0.06907,0.104,0.1176
0.156,0.06907,0.104,0.1176
0.17001,0.05765,0.03688,0.12349
0.17001,0.05765,0.03688,0.12349
0.17001,0.05765,0.03688,0.12349
0.17001,0.05765,0.03688,0.12349
0.11834,0.05122,0.00065,0.08595
0.11834,0.05122,0.00065,0.08595
0.11834,0.05122,0.00065,0.08595
0.11834,0.05122,0.00065,0.08595
0.09984,0.05316,-1e-05,0.06922
0.09984,0.05316,-1e-05,0.06922
0.09984,0.05316,-1e-05,0.06922
0.09984,0.05316,-1e-05,0.06922
0.083,0.0605,-0.00086,0.05013
0.083,0.0605,-0.00086,0.05013
0.083,0.0605,-0.00086,0.05013
0.083,0.0605,-0.00086,0.05013
0.0718,0.13117,-0.00101,0.037
0.0718,0.13117,-0.00101,0.037
0.0718,0.13117,-0.00101,0.037
0.0718,0.13117,-0.00101,0.037
0.06907,0.104,-0.00102,0.03368
0.06907,0.104,-0.00102,0.03368
0.06907,0.104,-0.00102,0.03368
0.06907,0.104,-0.00102,0.03368
0.05765,0.03688,-0.00101,0.03206
0.05765,0.03688,-0.00101,0.03206
0.05765,0.03688,-0.00101,0.03206
0.05765,0.03688,-0.00101,0.03206
0.05122,0.00065,-0.001,0.02846
0.05122,0.00065,-0.001,0.02846
0.05122,0.00065,-0.001,0.02846
0.05122,0.00065,-0.001,0.02846
0.05316,-1e-05,-1e-05,0.0289
0.05316,-1e-05,-1e-05,0.0289
0.05316,-1e-05,-1e-05,0.0289
0.05316,-1e-05,-1e-05,0.0289
0.0605,-0.00086,1e-05,0.037
0.0605,-0.00086,1e-05,0.037
0.0605,-0.00086,1e-05,0.037
0.0605,-0.00086,1e-05,0.037
0.13117,-0.00101,0.03368,0.08696
0.13117,-0.00101,0.03368,0.08696
0.13117,-0.00101,0.03368,0.08696
0.13117,-0.00101,0.03368,0.08696
0.104,-0.00102,0.1176,0.09821
0.104,-0.00102,0.1176,0.09821
0.104,-0.00102,0.1176,0.09821
0.104,-0.00102,0.1176,0.09821
0.03688,-0.00101,0.12349,0.03368
0.03688,-0.00101,0.12349,0.03368
0.03688,-0.00101,0.12349,0.03368
0.03688,-0.00101,0.12349,0.03368
0.00065,-0.001,0.08595,0.0058
0.00065,-0.001,0.08595,0.0058
0.00065,-0.001,0.08595,0.0058
0.00065,-0.001,0.08595,0.0058
-1e-05,-1e-05,0.06922,-1e-05
-1e-05,-1e-05,0.06922,-1e-05
-1e-05,-1e-05,0.06922,-1e-05
-1e-05,-1e-05,0.06922,-1e-05
-0.00086,1e-05,0.05013,-1e-05
-0.00086,1e-05,0.05013,-1e-05
-0.00086,1e-05,0.05013,-1e-05
-0.00086,1e-05,0.05013,-1e-05
-0.00101,0.03368,0.037,-2e-05
-0.00101,0.03368,0.037,-2e-05
-0.00101,0.03368,0.037,-2e-05
-0.00101,0.03368,0.037,-2e-05
-0.00102,0.1176,0.03368,-0.0002
-0.00102,0.1176,0.03368,-0.0002
-0.00102,0.1176,0.03368,-0.0002
-0.00102,0.1176,0.03368,-0.0002
-0.00101,0.12349,0.03206,-0.0005
-0.00101,0.12349,0.03206,-0.0005
-0.00101,0.12349,0.03206,-0.0005
-0.00101,0.12349,0.03206,-0.0005
