month,minutes,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
3,0,0,1,False,0,0,0,0.9552,0,0,0,0.0015999999999999999
3,15,0,1,False,0,0,0,0.2647,0,0,0,0.0014
3,30,0,1,False,0,0,0,0.2206,0,0,0,0.0015999999999999999
3,45,0,1,False,0,0,0,0.9966999999999999,0,0,0,0.0014
3,0,1,1,False,0,0,0,0.2514,0,0,0,0.0015999999999999999
3,15,1,1,False,0,0,0,0.2173,0,0,0,0.0014
3,30,1,1,False,0,0,0,0.9731,0,0,0,0.001
3,45,1,1,False,0,0,0,0.3224,0,0,0,0.0010999999999999998
3,0,2,1,False,0,0,0,0.2134,0,0,0,0.0015999999999999999
3,15,2,1,False,0,0,0,0.9849,0,0,0,0.0014
3,30,2,1,False,0,0,0,0.2536,0,0,0,0.0015999999999999999
3,45,2,1,False,0,0,0,0.3107,0,0,0,0.0014
3,0,3,1,False,0,0,0,0.9785999999999999,0,0,0,0.0015999999999999999
3,15,3,1,False,0,0,0,0.2504,0,0,0,0.0014
3,30,3,1,False,0,0,0,0.26970000000000005,0,0,0,0.0015999999999999999
3,45,3,1,False,0,0,0,1.032,0,0,0,0.0014
3,0,4,1,False,0,0,0,0.2361,0,0,0,0.0015999999999999999
3,15,4,1,False,0,0,0,0.2544,0,0,0,0.0014
3,30,4,1,False,0,0,0,1.0379,0,0,0,0.0015999999999999999
3,45,4,1,False,0,0,0,0.3453,0,0,0,0.0014
3,0,5,1,False,0,0,0,0.256,0,0,0,0.0015999999999999999
3,15,5,1,False,0,0,0,0.8956999999999999,0,0,0,0.0014
3,30,5,1,False,0,0,0,0.4757,0,0,0,0.0015999999999999999
3,45,5,1,False,0,0,0,0.24769999999999998,0,0,0,0.0014
3,0,6,1,False,0,0,0,0.8177,0,0,0,0.0014
3,15,6,1,False,0,0,0,0.5836,0,0,0,0.0014
3,30,6,1,False,0,0,0,0.21290000000000003,0,0,0,0.0015999999999999999
3,45,6,1,False,0,0,0,0.7875,0,0,0,0.0028
3,0,7,1,False,0,0,0,0.5777,0,0,0,0.008
3,15,7,1,False,0,0,0,0.242,0,0,0,0.0174
3,30,7,1,False,0,0,0,0.6006,0,0,0,0.0315
3,45,7,1,False,0,0,0,0.6586,0,0,0,0.048
3,0,8,1,False,0,0,0,0.1534,0,0,0,0.0658
3,15,8,1,False,0,0,0,0.474,0,0,0,0.08349999999999999
3,30,8,1,False,0,0,0,0.9005,0,0,0,0.0892
3,45,8,1,False,0,0,0,0.339,0,0,0,0.1058
3,0,9,1,False,0,0,0,0.8905,0,0,0,0.1454
3,15,9,1,False,0,0,0,1.021,0,0,0,0.162
3,30,9,1,False,0,0,0,1.0408,0,0,0,0.1757
3,45,9,1,False,0,0,0,1.3686,0,0,0,0.1596
3,0,10,1,False,0,0,0,1.3448,0,0,0,0.1713
3,15,10,1,False,0,0,0,0.7039,0,0,0,0.1741
3,30,10,1,False,0,0,0,0.7905,0,0,0,0.1532
3,45,10,1,False,0,0,0,0.8465,0,0,0,0.14379999999999998
3,0,11,1,False,0,0,0,0.5671,0,0,0,0.1491
3,15,11,1,False,0,0,0,0.4697,0,0,0,0.15410000000000001
3,30,11,1,False,0,0,0,1.2812000000000001,0,0,0,0.15689999999999998
3,45,11,1,False,0,0,0,0.4021,0,0,0,0.1593
3,0,12,1,False,0,0,0,0.40890000000000004,0,0,0,0.1621
3,15,12,1,False,0,0,0,1.2083,0,0,0,0.19219999999999998
3,30,12,1,False,0,0,0,0.6431,0,0,0,0.1652
3,45,12,1,False,0,0,0,0.7212999999999999,0,0,0,0.2154
3,0,13,1,False,0,0,0,0.7473,0,0,0,0.1659
3,15,13,1,False,0,0,0,0.7441,0,0,0,0.2202
3,30,13,1,False,0,0,0,1.3226,0,0,0,0.222
3,45,13,1,False,0,0,0,0.9552,0,0,0,0.1903
3,0,14,1,False,0,0,0,1.5345,0,0,0,0.162
3,15,14,1,False,0,0,0,1.221,0,0,0,0.157
3,30,14,1,False,0,0,0,1.1944,0,0,0,0.155
3,45,14,1,False,0,0,0,1.7635,0,0,0,0.1456
3,0,15,1,False,0,0,0,1.2939,0,0,0,0.1435
3,15,15,1,False,0,0,0,1.2327,0,0,0,0.1167
3,30,15,1,False,0,0,0,1.6183,0,0,0,0.1323
3,45,15,1,False,0,0,0,1.9577,0,0,0,0.1305
3,0,16,1,False,0,0,0,1.5118,0,0,0,0.1052
3,15,16,1,False,0,0,0,1.151,0,0,0,0.0984
3,30,16,1,False,0,0,0,1.2517,0,0,0,0.0594
3,45,16,1,False,0,0,0,0.1856,0,0,0,0.1091
3,0,17,1,False,0,0,0,0.1634,0,0,0,0.1066
3,15,17,1,False,0,0,0,0.7578,0,0,0,0.0871
3,30,17,1,False,0,0,0,0.3653,0,0,0,0.0668
3,45,17,1,False,0,0,0,0.2774,0,0,0,0.0482
3,0,18,1,False,0,0,0,0.5098,0,0,0,0.0338
3,15,18,1,False,0,0,0,0.6798,0,0,0,0.0173
3,30,18,1,False,0,0,0,0.3141,0,0,0,0.0056
3,45,18,1,False,0,0,0,0.2816,0,0,0,0.0023
3,0,19,1,False,0,0,0,0.966,0,0,0,0.001
3,15,19,1,False,0,0,0,0.3442,0,0,0,0.0009
3,30,19,1,False,0,0,0,0.2889,0,0,0,0.0013
3,45,19,1,False,0,0,0,0.8049999999999999,0,0,0,0.0014
3,0,20,1,False,0,0,0,0.5023,0,0,0,0.0015999999999999999
3,15,20,1,False,0,0,0,0.3207,0,0,0,0.0014
3,30,20,1,False,0,0,0,0.7036,0,0,0,0.0015999999999999999
3,45,20,1,False,0,0,0,0.8261000000000001,0,0,0,0.0014
3,0,21,1,False,0,0,0,0.3487,0,0,0,0.0015999999999999999
3,15,21,1,False,0,0,0,0.4049,0,0,0,0.0014
3,30,21,1,False,0,0,0,1.0366,0,0,0,0.0015999999999999999
3,45,21,1,False,0,0,0,0.3405,0,0,0,0.0014
3,0,22,1,False,0,0,0,0.38670000000000004,0,0,0,0.0015999999999999999
3,15,22,1,False,0,0,0,0.9226000000000001,0,0,0,0.0014
3,30,22,1,False,0,0,0,0.5097,0,0,0,0.0012
3,45,22,1,False,0,0,0,0.5314,0,0,0,0.001
3,0,23,1,False,0,0,0,1.0697,0,0,0,0.0015999999999999999
3,15,23,1,False,0,0,0,0.7837000000000001,0,0,0,0.0014
3,30,23,1,False,0,0,0,0.3143,0,0,0,0.0015999999999999999
3,45,23,1,False,0,0,0,0.4106,0,0,0,0.0014
3,0,0,2,False,0,0,0,0.9967999999999999,0,0,0,0.0015999999999999999
3,15,0,2,False,0,0,0,0.2571,0,0,0,0.0014
3,30,0,2,False,0,0,0,0.3043,0,0,0,0.0015999999999999999
3,45,0,2,False,0,0,0,0.8902000000000001,0,0,0,0.0011
3,0,1,2,False,0,0,0,0.41209999999999997,0,0,0,0.0014
3,15,1,2,False,0,0,0,0.22960000000000003,0,0,0,0.0011
3,30,1,2,False,0,0,0,0.5884,0,0,0,0.001
3,45,1,2,False,0,0,0,0.7156,0,0,0,0.001
3,0,2,2,False,0,0,0,0.2563,0,0,0,0.0015999999999999999
3,15,2,2,False,0,0,0,0.3776,0,0,0,0.0012
3,30,2,2,False,0,0,0,0.9001,0,0,0,0.0011
3,45,2,2,False,0,0,0,0.2558,0,0,0,0.0013
3,0,3,2,False,0,0,0,0.2676,0,0,0,0.0015999999999999999
3,15,3,2,False,0,0,0,1.0213,0,0,0,0.0009
3,30,3,2,False,0,0,0,0.2746,0,0,0,0.0013
3,45,3,2,False,0,0,0,0.2577,0,0,0,0.0014
3,0,4,2,False,0,0,0,0.882,0,0,0,0.0015
3,15,4,2,False,0,0,0,0.4138,0,0,0,0.0013
3,30,4,2,False,0,0,0,0.2641,0,0,0,0.0015999999999999999
3,45,4,2,False,0,0,0,0.7321,0,0,0,0.0011
3,0,5,2,False,0,0,0,0.5799,0,0,0,0.0014
3,15,5,2,False,0,0,0,0.2628,0,0,0,0.001
3,30,5,2,False,0,0,0,0.5258,0,0,0,0.0007999999999999999
3,45,5,2,False,0,0,0,0.7823,0,0,0,0.001
3,0,6,2,False,0,0,0,0.2829,0,0,0,0.0014
3,15,6,2,False,0,0,0,0.3296,0,0,0,0.0013
3,30,6,2,False,0,0,0,0.9490000000000001,0,0,0,0.0015999999999999999
3,45,6,2,False,0,0,0,0.2919,0,0,0,0.0034999999999999996
3,0,7,2,False,0,0,0,0.5943,0,0,0,0.0085
3,15,7,2,False,0,0,0,1.2548,0,0,0,0.018
3,30,7,2,False,0,0,0,0.4851,0,0,0,0.0311
3,45,7,2,False,0,0,0,0.6039,0,0,0,0.0469
3,0,8,2,False,0,0,0,1.0081,0,0,0,0.0643
3,15,8,2,False,0,0,0,0.6244999999999999,0,0,0,0.07100000000000001
3,30,8,2,False,0,0,0,0.35,0,0,0,0.08259999999999999
3,45,8,2,False,0,0,0,0.5167999999999999,0,0,0,0.1117
3,0,9,2,False,0,0,0,0.5534,0,0,0,0.1109
