month,minutes,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
3,0,0,1,False,0,0,0,0.646,0,0,0,0
3,15,0,1,False,0,0,0,0.622,0,0,0,0
3,30,0,1,False,0,0,0,0.586,0,0,0,0
3,45,0,1,False,0,0,0,0.574,0,0,0,0
3,0,1,1,False,0,0,0,0.572,0,0,0,0
3,15,1,1,False,0,0,0,0.54,0,0,0,0
3,30,1,1,False,0,0,0,0.5,0,0,0,0
3,45,1,1,False,0,0,0,0.506,0,0,0,0
3,0,2,1,False,0,0,0,0.522,0,0,0,0
3,15,2,1,False,0,0,0,0.498,0,0,0,0
3,30,2,1,False,0,0,0,0.358,0,0,0,0
3,45,2,1,False,0,0,0,0.276,0,0,0,0
3,0,3,1,False,0,0,0,0.26,0,0,0,0
3,15,3,1,False,0,0,0,0.248,0,0,0,0
3,30,3,1,False,0,0,0,0.242,0,0,0,0
3,45,3,1,False,0,0,0,0.222,0,0,0,0
3,0,4,1,False,0,0,0,0.226,0,0,0,0
3,15,4,1,False,0,0,0,0.196,0,0,0,0
3,30,4,1,False,0,0,0,0.21,0,0,0,0
3,45,4,1,False,0,0,0,0.204,0,0,0,0
3,0,5,1,False,0,0,0,0.242,0,0,0,0.0
3,15,5,1,False,0,0,0,0.5,0,0,0,0.0
3,30,5,1,False,0,0,0,0.346,0,0,0,0.0
3,45,5,1,False,0,0,0,0.226,0,0,0,0.0
3,0,6,1,False,0,0,0,0.452,0,0,0,0.0
3,15,6,1,False,0,0,0,0.398,0,0,0,0.0
3,30,6,1,False,0,0,0,0.258,0,0,0,0.0
3,45,6,1,False,0,0,0,0.29,0,0,0,0.01
3,0,7,1,False,0,0,0,0.266,0,0,0,0.03
3,15,7,1,False,0,0,0,0.22,0,0,0,0.06
3,30,7,1,False,0,0,0,0.194,0,0,0,0.17
3,45,7,1,False,0,0,0,0.036,0,0,0,0.27
3,0,8,1,False,0,0,0,-0.06999999999999999,0,0,0,0.35
3,15,8,1,False,0,0,0,-0.14200000000000002,0,0,0,0.43000000000000005
3,30,8,1,False,0,0,0,-0.21200000000000002,0,0,0,0.51
3,45,8,1,False,0,0,0,-0.346,0,0,0,0.61
3,0,9,1,False,0,0,0,-0.6,0,0,0,0.8400000000000001
3,15,9,1,False,0,0,0,-0.738,0,0,0,1.01
3,30,9,1,False,0,0,0,-0.758,0,0,0,1.19
3,45,9,1,False,0,0,0,-0.9440000000000001,0,0,0,1.33
3,0,10,1,False,0,0,0,-1.1053333333333333,0,0,0,1.46
3,15,10,1,False,0,0,0,-1.1206666666666665,0,0,0,1.58
3,30,10,1,False,0,0,0,-0.556,0,0,0,1.6300000000000001
3,45,10,1,False,0,0,0,0.034,0,0,0,1.6800000000000002
3,0,11,1,False,0,0,0,0.032,0,0,0,1.7399999999999998
3,15,11,1,False,0,0,0,0.034,0,0,0,1.7599999999999998
3,30,11,1,False,0,0,0,0.052,0,0,0,1.7999999999999998
3,45,11,1,False,0,0,0,0.032,0,0,0,1.81
3,0,12,1,False,0,0,0,0.044,0,0,0,1.8399999999999999
3,15,12,1,False,0,0,0,0.092,0,0,0,1.81
3,30,12,1,False,0,0,0,0.15,0,0,0,1.7799999999999998
3,45,12,1,False,0,0,0,0.132,0,0,0,1.7599999999999998
3,0,13,1,False,0,0,0,0.116,0,0,0,1.7399999999999998
3,15,13,1,False,0,0,0,0.14,0,0,0,1.69
3,30,13,1,False,0,0,0,0.188,0,0,0,1.69
3,45,13,1,False,0,0,0,0.12,0,0,0,1.6300000000000001
3,0,14,1,False,0,0,0,0.12,0,0,0,1.4700000000000002
3,15,14,1,False,0,0,0,-0.016,0,0,0,0.94
3,30,14,1,False,0,0,0,0.138,0,0,0,1.4100000000000001
3,45,14,1,False,0,0,0,0.076,0,0,0,1.38
3,0,15,1,False,0,0,0,0.076,0,0,0,1.34
3,15,15,1,False,0,0,0,0.057999999999999996,0,0,0,1.0899999999999999
3,30,15,1,False,0,0,0,0.268,0,0,0,1.04
3,45,15,1,False,0,0,0,0.13999999999999999,0,0,0,0.73
3,0,16,1,False,0,0,0,0.244,0,0,0,0.55
3,15,16,1,False,0,0,0,0.076,0,0,0,0.9299999999999999
3,30,16,1,False,0,0,0,0.064,0,0,0,0.8400000000000001
3,45,16,1,False,0,0,0,0.064,0,0,0,0.71
3,0,17,1,False,0,0,0,0.064,0,0,0,0.5700000000000001
3,15,17,1,False,0,0,0,0.064,0,0,0,0.43
3,30,17,1,False,0,0,0,0.062,0,0,0,0.32
3,45,17,1,False,0,0,0,0.062,0,0,0,0.19
3,0,18,1,False,0,0,0,0.058,0,0,0,0.11
3,15,18,1,False,0,0,0,0.062,0,0,0,0.05
3,30,18,1,False,0,0,0,0.068,0,0,0,0.02
3,45,18,1,False,0,0,0,0.064,0,0,0,0.0
3,0,19,1,False,0,0,0,0.062,0,0,0,0.0
