month,minutes,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
3,0,0,1,False,0,0,0,0.07289999999999999,0,0,0,0
3,15,0,1,False,0,0,0,0.1807,0,0,0,0
3,30,0,1,False,0,0,0,0.23959999999999998,0,0,0,0
3,45,0,1,False,0,0,0,0.2167,0,0,0,0
3,0,1,1,False,0,0,0,0.209,0,0,0,0
3,15,1,1,False,0,0,0,0.2251,0,0,0,0
3,30,1,1,False,0,0,0,0.129,0,0,0,0
3,45,1,1,False,0,0,0,0.0472,0,0,0,0
3,0,2,1,False,0,0,0,0.0473,0,0,0,0
3,15,2,1,False,0,0,0,0.061700000000000005,0,0,0,0
3,30,2,1,False,0,0,0,0.048600000000000004,0,0,0,0
3,45,2,1,False,0,0,0,0.0202,0,0,0,0
3,0,3,1,False,0,0,0,0.0299,0,0,0,0
3,15,3,1,False,0,0,0,0.0376,0,0,0,0
3,30,3,1,False,0,0,0,0.0172,0,0,0,0
3,45,3,1,False,0,0,0,0.0159,0,0,0,0
3,0,4,1,False,0,0,0,0.0553,0,0,0,0
3,15,4,1,False,0,0,0,0.052000000000000005,0,0,0,0
3,30,4,1,False,0,0,0,0.039900000000000005,0,0,0,0
3,45,4,1,False,0,0,0,0.0434,0,0,0,0
3,0,5,1,False,0,0,0,0.0377,0,0,0,0
3,15,5,1,False,0,0,0,0.0157,0,0,0,0
3,30,5,1,False,0,0,0,0.0186,0,0,0,0
3,45,5,1,False,0,0,0,0.038,0,0,0,0
3,0,6,1,False,0,0,0,0.0294,0,0,0,0
3,15,6,1,False,0,0,0,0.0159,0,0,0,0
3,30,6,1,False,0,0,0,0.0269,0,0,0,0
3,45,6,1,False,0,0,0,0.0381,0,0,0,0
3,0,7,1,False,0,0,0,0.020900000000000002,0,0,0,0
3,15,7,1,False,0,0,0,0.0381,0,0,0,0
3,30,7,1,False,0,0,0,0.06130000000000001,0,0,0,0
3,45,7,1,False,0,0,0,0.07289999999999999,0,0,0,0
3,0,8,1,False,0,0,0,0.0992,0,0,0,0
3,15,8,1,False,0,0,0,0.098,0,0,0,0
3,30,8,1,False,0,0,0,0.0755,0,0,0,0
3,45,8,1,False,0,0,0,0.054,0,0,0,0
3,0,9,1,False,0,0,0,0.028700000000000003,0,0,0,0
3,15,9,1,False,0,0,0,0.0733,0,0,0,0
3,30,9,1,False,0,0,0,0.0794,0,0,0,0
3,45,9,1,False,0,0,0,0.0654,0,0,0,0
3,0,10,1,False,0,0,0,0.07050000000000001,0,0,0,0
3,15,10,1,False,0,0,0,0.0804,0,0,0,0
3,30,10,1,False,0,0,0,0.041,0,0,0,0
3,45,10,1,False,0,0,0,0.043000000000000003,0,0,0,0
3,0,11,1,False,0,0,0,0.0551,0,0,0,0
3,15,11,1,False,0,0,0,0.06,0,0,0,0
3,30,11,1,False,0,0,0,0.0324,0,0,0,0
3,45,11,1,False,0,0,0,0.0289,0,0,0,0
3,0,12,1,False,0,0,0,0.0382,0,0,0,0
3,15,12,1,False,0,0,0,0.0274,0,0,0,0
3,30,12,1,False,0,0,0,0.0269,0,0,0,0
3,45,12,1,False,0,0,0,0.0507,0,0,0,0
3,0,13,1,False,0,0,0,0.0434,0,0,0,0
3,15,13,1,False,0,0,0,0.026999999999999996,0,0,0,0
3,30,13,1,False,0,0,0,0.49770000000000003,0,0,0,0
3,45,13,1,False,0,0,0,0.2817,0,0,0,0
3,0,14,1,False,0,0,0,0.1027,0,0,0,0
3,15,14,1,False,0,0,0,0.3714,0,0,0,0
3,30,14,1,False,0,0,0,0.42110000000000003,0,0,0,0
3,45,14,1,False,0,0,0,0.0456,0,0,0,0
3,0,15,1,False,0,0,0,0.0677,0,0,0,0
3,15,15,1,False,0,0,0,0.3046,0,0,0,0
3,30,15,1,False,0,0,0,0.3005,0,0,0,0
3,45,15,1,False,0,0,0,0.2748,0,0,0,0
3,0,16,1,False,0,0,0,0.2849,0,0,0,0
3,15,16,1,False,0,0,0,0.2667,0,0,0,0
3,30,16,1,False,0,0,0,0.257,0,0,0,0
3,45,16,1,False,0,0,0,0.0702,0,0,0,0
3,0,17,1,False,0,0,0,0.0654,0,0,0,0
3,15,17,1,False,0,0,0,0.0815,0,0,0,0
3,30,17,1,False,0,0,0,0.0649,0,0,0,0
3,45,17,1,False,0,0,0,0.0393,0,0,0,0
3,0,18,1,False,0,0,0,0.054400000000000004,0,0,0,0
3,15,18,1,False,0,0,0,0.0634,0,0,0,0
3,30,18,1,False,0,0,0,0.0378,0,0,0,0
3,45,18,1,False,0,0,0,0.0453,0,0,0,0
3,0,19,1,False,0,0,0,0.0692,0,0,0,0
3,15,19,1,False,0,0,0,0.0601,0,0,0,0
3,30,19,1,False,0,0,0,0.0456,0,0,0,0
3,45,19,1,False,0,0,0,0.059,0,0,0,0
3,0,20,1,False,0,0,0,0.0632,0,0,0,0
3,15,20,1,False,0,0,0,0.0669,0,0,0,0
3,30,20,1,False,0,0,0,0.0634,0,0,0,0
3,45,20,1,False,0,0,0,0.086,0,0,0,0
3,0,21,1,False,0,0,0,0.064,0,0,0,0
3,15,21,1,False,0,0,0,0.0401,0,0,0,0
3,30,21,1,False,0,0,0,0.0477,0,0,0,0
3,45,21,1,False,0,0,0,0.0618,0,0,0,0
3,0,22,1,False,0,0,0,0.0471,0,0,0,0
3,15,22,1,False,0,0,0,0.0444,0,0,0,0
3,30,22,1,False,0,0,0,0.0984,0,0,0,0
3,45,22,1,False,0,0,0,0.0814,0,0,0,0
3,0,23,1,False,0,0,0,0.0427,0,0,0,0
3,15,23,1,False,0,0,0,0.0465,0,0,0,0
3,30,23,1,False,0,0,0,0.0731,0,0,0,0
3,45,23,1,False,0,0,0,0.0631,0,0,0,0
3,0,0,2,False,0,0,0,0.06130000000000001,0,0,0,0
3,15,0,2,False,0,0,0,0.0491,0,0,0,0
3,30,0,2,False,0,0,0,0.0601,0,0,0,0
3,45,0,2,False,0,0,0,0.05,0,0,0,0
3,0,1,2,False,0,0,0,0.0455,0,0,0,0
3,15,1,2,False,0,0,0,0.0184,0,0,0,0
3,30,1,2,False,0,0,0,0.069,0,0,0,0
3,45,1,2,False,0,0,0,0.0374,0,0,0,0
3,0,2,2,False,0,0,0,0.0465,0,0,0,0
3,15,2,2,False,0,0,0,0.121,0,0,0,0
3,30,2,2,False,0,0,0,0.0611,0,0,0,0
3,45,2,2,False,0,0,0,0.0456,0,0,0,0
3,0,3,2,False,0,0,0,0.0485,0,0,0,0
3,15,3,2,False,0,0,0,0.06509999999999999,0,0,0,0
3,30,3,2,False,0,0,0,0.0089,0,0,0,0
3,45,3,2,False,0,0,0,0.04045,0,0,0,0
3,0,4,2,False,0,0,0,0.0353,0,0,0,0
3,15,4,2,False,0,0,0,0.03015,0,0,0,0
3,30,4,2,False,0,0,0,0.024999999999999998,0,0,0,0
3,45,4,2,False,0,0,0,0.019849999999999996,0,0,0,0
3,0,5,2,False,0,0,0,0.0601,0,0,0,0
3,15,5,2,False,0,0,0,0.060399999999999995,0,0,0,0
3,30,5,2,False,0,0,0,0.0092,0,0,0,0
3,45,5,2,False,0,0,0,0.0147,0,0,0,0
3,0,6,2,False,0,0,0,0.0529,0,0,0,0
3,15,6,2,False,0,0,0,0.0143,0,0,0,0
3,30,6,2,False,0,0,0,0.011,0,0,0,0
3,45,6,2,False,0,0,0,0.0539,0,0,0,0
3,0,7,2,False,0,0,0,0.0429,0,0,0,0
3,15,7,2,False,0,0,0,0.0468,0,0,0,0
3,30,7,2,False,0,0,0,0.048,0,0,0,0
3,45,7,2,False,0,0,0,0.0552,0,0,0,0
3,0,8,2,False,0,0,0,0.023,0,0,0,0
3,15,8,2,False,0,0,0,0.4692,0,0,0,0
3,30,8,2,False,0,0,0,0.3564,0,0,0,0
3,45,8,2,False,0,0,0,0.0324,0,0,0,0
3,0,9,2,False,0,0,0,0.0158,0,0,0,0
3,15,9,2,False,0,0,0,0.032,0,0,0,0
3,30,9,2,False,0,0,0,0.0692,0,0,0,0
3,45,9,2,False,0,0,0,0.027700000000000002,0,0,0,0
3,0,10,2,False,0,0,0,0.0539,0,0,0,0
3,15,10,2,False,0,0,0,0.060700000000000004,0,0,0,0
3,30,10,2,False,0,0,0,0.0508,0,0,0,0
3,45,10,2,False,0,0,0,0.0373,0,0,0,0
3,0,11,2,False,0,0,0,0.0489,0,0,0,0
3,15,11,2,False,0,0,0,0.0527,0,0,0,0
3,30,11,2,False,0,0,0,0.0456,0,0,0,0
3,45,11,2,False,0,0,0,0.0426,0,0,0,0
3,0,12,2,False,0,0,0,0.059,0,0,0,0
3,15,12,2,False,0,0,0,0.0748,0,0,0,0
3,30,12,2,False,0,0,0,0.0715,0,0,0,0
3,45,12,2,False,0,0,0,0.0648,0,0,0,0
3,0,13,2,False,0,0,0,0.0731,0,0,0,0
3,15,13,2,False,0,0,0,0.26239999999999997,0,0,0,0
3,30,13,2,False,0,0,0,0.3326,0,0,0,0
3,45,13,2,False,0,0,0,0.1102,0,0,0,0
3,0,14,2,False,0,0,0,0.044,0,0,0,0
3,15,14,2,False,0,0,0,0.0136,0,0,0,0
3,30,14,2,False,0,0,0,0.0183,0,0,0,0
3,45,14,2,False,0,0,0,0.036500000000000005,0,0,0,0
3,0,15,2,False,0,0,0,0.023899999999999998,0,0,0,0
3,15,15,2,False,0,0,0,0.0136,0,0,0,0
3,30,15,2,False,0,0,0,0.0275,0,0,0,0
3,45,15,2,False,0,0,0,0.0307,0,0,0,0
3,0,16,2,False,0,0,0,0.0203,0,0,0,0
3,15,16,2,False,0,0,0,0.0137,0,0,0,0
3,30,16,2,False,0,0,0,0.0493,0,0,0,0
3,45,16,2,False,0,0,0,0.056999999999999995,0,0,0,0
3,0,17,2,False,0,0,0,0.039599999999999996,0,0,0,0
3,15,17,2,False,0,0,0,0.0464,0,0,0,0
3,30,17,2,False,0,0,0,0.0624,0,0,0,0
3,45,17,2,False,0,0,0,0.0591,0,0,0,0
3,0,18,2,False,0,0,0,0.0681,0,0,0,0
3,15,18,2,False,0,0,0,0.0488,0,0,0,0
