month,day_type,hour,daylight_savings_status,non_shiftable_load,solar_generation
9,4,0,True,2.2818,0.0027
9,4,1,True,2.2786,0.0033
9,4,2,True,2.2602,0.0017000000000000001
9,4,3,True,0.4732,0.0043
9,4,4,True,0.4081,0.003
9,4,5,True,1.2816,0.0051
9,4,6,True,0.6244,0.0443
9,4,7,True,0.3456,0.2383
9,4,8,True,1.1744999999999999,0.3052
9,4,9,True,2.2784,0.4676
9,4,10,True,1.5835,0.7316
9,4,11,True,1.783,0.5621
9,4,12,True,1.7393,0.6173
9,4,13,True,1.6897,0.7604
9,4,14,True,2.4301,0.5929
9,4,15,True,2.1202,0.3411
9,4,16,True,1.4666000000000001,0.4357
9,4,17,True,1.56,0.3957
9,4,18,True,0.8516,0.2258
9,4,19,True,0.5215,0.0337
9,4,20,True,1.6988,0.0036
9,4,21,True,2.9885,0.003
9,4,22,True,3.1447,0.003
9,4,23,True,3.0787,0.003
9,5,0,True,2.267,0.003
9,5,1,True,2.2687,0.003
9,5,2,True,2.2991,0.003
9,5,3,True,2.3025,0.003
9,5,4,True,1.6059,0.003
9,5,5,True,1.3985,0.0103
9,5,6,True,1.2428,0.0879
9,5,7,True,1.2408,0.0879
9,5,8,True,1.2054,0.9125
9,5,9,True,1.3624,0.1243
9,5,10,True,1.6122,0.4575
9,5,11,True,1.8594,0.6771
9,5,12,True,1.6691,0.6312
9,5,13,True,2.666,0.9437
9,5,14,True,3.644,0.7994
9,5,15,True,3.4495,0.9287
9,5,16,True,1.5647,0.5341
9,5,17,True,0.8156,0.2452
9,5,18,True,0.3619,0.0746
9,5,19,True,0.7078,0.0368
9,5,20,True,0.8549,0.0031
9,5,21,True,0.7822,0.003
9,5,22,True,1.4416,0.003
9,5,23,True,2.3481,0.003
9,6,0,True,2.3706,0.003
9,6,1,True,1.596,0.003
9,6,2,True,0.5164,0.003
9,6,3,True,0.53,0.003
9,6,4,True,0.5075999999999999,0.003
9,6,5,True,1.3089,0.0108
9,6,6,True,0.4844,0.0742
9,6,7,True,0.6264000000000001,0.2469
9,6,8,True,1.2833,0.3911
9,6,9,True,1.838,0.414
9,6,10,True,1.8043,0.5133
9,6,11,True,1.4374,1.0443
9,6,12,True,1.7272,1.0255
9,6,13,True,1.4198,1.0761
9,6,14,True,1.7833999999999999,1.0131000000000001
9,6,15,True,1.4788000000000001,0.8922
9,6,16,True,1.4034,0.43220000000000003
9,6,17,True,0.5690999999999999,0.4961
9,6,18,True,0.5121,0.222
9,6,19,True,0.6407,0.0567
9,6,20,True,0.9366,0.0034
9,6,21,True,0.9511000000000001,0.003
9,6,22,True,2.603,0.003
9,6,23,True,2.5101,0.003
9,0,0,True,0.4778,0.003
9,0,1,True,0.4429,0.003
9,0,2,True,0.4452,0.003
9,0,3,True,0.423,0.003
9,0,4,True,0.4617,0.003
9,0,5,True,1.2297,0.0078
9,0,6,True,0.3941,0.076
9,0,7,True,0.3629,0.2351
9,0,8,True,0.4556,0.3244
9,0,9,True,1.6268,0.5883
9,0,10,True,1.7055,0.9601999999999999
9,0,11,True,1.5354,0.9003
9,0,12,True,1.5648,1.0393
9,0,13,True,1.7115,1.0447
9,0,14,True,1.7979,0.8092
9,0,15,True,1.4441,0.9511000000000001
9,0,16,True,1.3702,0.7111000000000001
9,0,17,True,0.5603,0.514
9,0,18,True,0.399,0.2414
9,0,19,True,0.6904,0.0479
9,0,20,True,0.6191,0.0032
9,0,21,True,0.4767,0.003
9,0,22,True,0.4879,0.003
9,0,23,True,0.5513,0.003
9,1,0,True,2.2529,0.003
9,1,1,True,0.5543,0.003
9,1,2,True,0.4413,0.003
9,1,3,True,0.437,0.003
9,1,4,True,0.46499999999999997,0.003
9,1,5,True,1.2018,0.009600000000000001
9,1,6,True,0.9295,0.0749
9,1,7,True,1.2286,0.30510000000000004
9,1,8,True,1.2475,0.5816
9,1,9,True,2.3859,0.768
9,1,10,True,1.5885,0.8541
9,1,11,True,2.1173,0.6391
9,1,12,True,2.4394,0.9268000000000001
9,1,13,True,1.5008,1.1147
9,1,14,True,2.3705,1.0169
9,1,15,True,1.4495,0.8674000000000001
9,1,16,True,1.3971,0.7393000000000001
9,1,17,True,0.551,0.5003
9,1,18,True,1.0956000000000001,0.2551
9,1,19,True,2.7675,0.0417
9,1,20,True,2.49,0.0035
9,1,21,True,3.4589,0.003
9,1,22,True,2.4931,0.003
9,1,23,True,2.3302,0.003
9,2,0,True,2.9663,0.003
9,2,1,True,1.2894,0.003
9,2,2,True,0.4608,0.003
9,2,3,True,0.4703,0.003
9,2,4,True,0.4481,0.003
9,2,5,True,1.1944,0.0066
9,2,6,True,0.4967,0.07830000000000001
9,2,7,True,0.4162,0.2633
9,2,8,True,0.3436,0.5938
9,2,9,True,1.3017,0.7879
9,2,10,True,1.8825,0.7966
9,2,11,True,4.5788,0.9627
9,2,12,True,2.079,0.992
9,2,13,True,1.4685,1.0707
9,2,14,True,2.0132,1.0337
9,2,15,True,2.4579999999999997,0.8408
9,2,16,True,1.4293,0.6944
9,2,17,True,0.573,0.5134
9,2,18,True,0.4616,0.244
9,2,19,True,0.4546,0.034999999999999996
9,2,20,True,1.7866,0.0034
9,2,21,True,3.1182,0.003
9,2,22,True,3.3939,0.003
9,2,23,True,2.4112,0.0033
9,3,0,True,2.2864,0.003
9,3,1,True,2.2969,0.003
