electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
0.0582,0.15217,0.06,0.065
0.0605,0.103,0.05536,0.06185
0.064,0.08804,0.05726,0.06767
0.08861,0.07486,0.06329,0.07559
0.09494,0.06497,0.07245,0.09472
0.15041,0.06053,0.0835,0.113
0.15217,0.06,0.09553,0.13536
0.103,0.05536,0.08984,0.10301
0.08804,0.05726,0.07471,0.08095
0.07486,0.06329,0.06501,0.07358
0.06497,0.07245,0.06497,0.06337
0.06053,0.0835,0.06497,0.065
0.06,0.09553,0.065,0.06386
0.05536,0.08984,0.06185,0.06386
0.05726,0.07471,0.06767,0.06248
0.06329,0.06501,0.07559,0.06386
0.07245,0.06497,0.09472,0.06957
0.0835,0.06497,0.113,0.08002
0.09553,0.065,0.13536,0.115
0.08984,0.06185,0.10301,0.0773
0.07471,0.06767,0.08095,0.06619
0.06501,0.07559,0.07358,0.06239
0.06497,0.09472,0.06337,0.05578
0.06497,0.113,0.065,0.0507
0.065,0.13536,0.06386,0.05361
0.06185,0.10301,0.06386,0.05552
0.06767,0.08095,0.06248,0.06338
0.07559,0.07358,0.06386,0.07374
0.09472,0.06337,0.06957,0.08962
0.113,0.065,0.08002,0.0968
0.13536,0.06386,0.115,0.11107
0.10301,0.06386,0.0773,0.093
0.08095,0.06248,0.06619,0.07498
0.07358,0.06386,0.06239,0.07045
0.06337,0.06957,0.05578,0.06497
0.065,0.08002,0.0507,0.06106
0.06386,0.115,0.05361,0.05905
0.06386,0.0773,0.05552,0.0559
0.06248,0.06619,0.06338,0.0559
0.06386,0.06239,0.07374,0.05722
0.06957,0.05578,0.08962,0.05936
0.08002,0.0507,0.0968,0.06619
0.115,0.05361,0.11107,0.0734
0.0773,0.05552,0.093,0.0734
0.06619,0.06338,0.07498,0.06201
0.06239,0.07374,0.07045,0.0544
0.05578,0.08962,0.06497,0.047
0.0507,0.0968,0.06106,0.0477
0.05361,0.11107,0.05905,0.0475
0.05552,0.093,0.0559,0.047
0.06338,0.07498,0.0559,0.0552
0.07374,0.07045,0.05722,0.07443
0.08962,0.06497,0.05936,0.09597
0.0968,0.06106,0.06619,0.09251
0.11107,0.05905,0.0734,0.09253
0.093,0.0559,0.0734,0.0895
0.07498,0.0559,0.06201,0.07597
0.07045,0.05722,0.0544,0.0727
0.06497,0.05936,0.047,0.06203
0.06106,0.06619,0.0477,0.0582
0.05905,0.0734,0.0475,0.0529
0.0559,0.0734,0.047,0.04721
0.0559,0.06201,0.0552,0.044
0.05722,0.0544,0.07443,0.0432
0.05936,0.047,0.09597,0.04705
0.06619,0.0477,0.09251,0.0514
0.0734,0.0475,0.09253,0.05529
0.0734,0.047,0.0895,0.0551
0.06201,0.0552,0.07597,0.042
0.0544,0.07443,0.0727,0.037
0.047,0.09597,0.06203,0.042
0.0477,0.09251,0.0582,0.03993
0.0475,0.09253,0.0529,0.04009
0.047,0.0895,0.04721,0.03803
0.0552,0.07597,0.044,0.04312
0.07443,0.0727,0.0432,0.0608
0.09597,0.06203,0.04705,0.07114
0.09251,0.0582,0.0514,0.07155
0.09253,0.0529,0.05529,0.06987
0.0895,0.04721,0.0551,0.06311
0.07597,0.044,0.042,0.06034
0.0727,0.0432,0.037,0.056
0.06203,0.04705,0.042,0.04997
0.0582,0.0514,0.03993,0.04726
0.0529,0.05529,0.04009,0.04812
0.04721,0.0551,0.03803,0.04797
0.044,0.042,0.04312,0.05158
0.0432,0.037,0.0608,0.06006
0.04705,0.042,0.07114,0.08066
0.0514,0.03993,0.07155,0.0887
0.05529,0.04009,0.06987,0.09022
0.0551,0.03803,0.06311,0.08839
0.042,0.04312,0.06034,0.0789
0.037,0.0608,0.056,0.07127
0.042,0.07114,0.04997,0.07024
0.03993,0.07155,0.04726,0.07381
0.04009,0.06987,0.04812,0.07803
0.03803,0.06311,0.04797,0.07878
0.04312,0.06034,0.05158,0.08287
0.0608,0.056,0.06006,0.08986
0.07114,0.04997,0.08066,0.11
0.07155,0.04726,0.0887,0.10752
0.06987,0.04812,0.09022,0.1085
0.06311,0.04797,0.08839,0.09218
0.06034,0.05158,0.0789,0.087
0.056,0.06006,0.07127,0.08029
0.04997,0.08066,0.07024,0.07194
0.04726,0.0887,0.07381,0.06864
0.04812,0.09022,0.07803,0.06937
0.04797,0.08839,0.07878,0.0651
0.05158,0.0789,0.08287,0.064
0.06006,0.07127,0.08986,0.06937
0.08066,0.07024,0.11,0.07902
0.0887,0.07381,0.10752,0.09104
0.09022,0.07803,0.1085,0.09595
0.08839,0.07878,0.09218,0.0887
0.0789,0.08287,0.087,0.07715
0.07127,0.08986,0.08029,0.0701
0.07024,0.11,0.07194,0.0681
0.07381,0.10752,0.06864,0.06823
0.07803,0.1085,0.06937,0.07193
0.07878,0.09218,0.0651,0.07195
0.08287,0.087,0.064,0.07889
0.08986,0.08029,0.06937,0.08883
0.11,0.07194,0.07902,0.09976
0.10752,0.06864,0.09104,0.107
0.1085,0.06937,0.09595,0.12322
0.09218,0.0651,0.0887,0.09506
0.087,0.064,0.07715,0.0887
0.08029,0.06937,0.0701,0.07878
0.07194,0.07902,0.0681,0.07409
0.06864,0.09104,0.06823,0.07148
0.06937,0.09595,0.07193,0.07089
0.0651,0.0887,0.07195,0.06982
0.064,0.07715,0.07889,0.06925
0.06937,0.0701,0.08883,0.07401
0.07902,0.0681,0.09976,0.08189
0.09104,0.06823,0.107,0.08447
0.09595,0.07193,0.12322,0.09182
0.0887,0.07195,0.09506,0.09323
0.07715,0.07889,0.0887,0.08298
0.0701,0.08883,0.07878,0.07219
0.0681,0.09976,0.07409,0.07001
0.06823,0.107,0.07148,0.0665
0.07193,0.12322,0.07089,0.0658
0.07195,0.09506,0.06982,0.06495
0.07889,0.0887,0.06925,0.06626
0.08883,0.07878,0.07401,0.077
0.09976,0.07409,0.08189,0.091
0.107,0.07148,0.08447,0.11947
0.12322,0.07089,0.09182,0.16835
0.09506,0.06982,0.09323,0.09454
0.0887,0.06925,0.08298,0.085
0.07878,0.07401,0.07219,0.07752
0.07409,0.08189,0.07001,0.069
0.07148,0.08447,0.0665,0.06044
0.07089,0.09182,0.0658,0.0551
0.06982,0.09323,0.06495,0.0546
0.06925,0.08298,0.06626,0.05347
0.07401,0.07219,0.077,0.05982
0.08189,0.07001,0.091,0.07242
0.08447,0.0665,0.11947,0.08876
0.09182,0.0658,0.16835,0.09576
0.09323,0.06495,0.09454,0.08877
0.08298,0.06626,0.085,0.0628
0.07219,0.077,0.07752,0.05598
0.07001,0.091,0.069,0.05444
0.0665,0.11947,0.06044,0.054
0.0658,0.16835,0.0551,0.05444
0.06495,0.09454,0.0546,0.0546
0.06626,0.085,0.05347,0.06044
0.077,0.07752,0.05982,0.076
0.091,0.069,0.07242,0.10189
0.11947,0.06044,0.08876,0.09905
0.16835,0.0551,0.09576,0.094
0.09454,0.0546,0.08877,0.08366
0.085,0.05347,0.0628,0.08213
0.07752,0.05982,0.05598,0.07119
0.069,0.07242,0.05444,0.06295
0.06044,0.08876,0.054,0.06005
0.0551,0.09576,0.05444,0.058
0.0546,0.08877,0.0546,0.05469
0.05347,0.0628,0.06044,0.05241
0.05982,0.05598,0.076,0.055
0.07242,0.05444,0.10189,0.061
0.08876,0.054,0.09905,0.08034
0.09576,0.05444,0.094,0.09075
0.08877,0.0546,0.08366,0.08398
0.0628,0.06044,0.08213,0.06142
0.05598,0.076,0.07119,0.054
0.05444,0.10189,0.06295,0.054
0.054,0.09905,0.06005,0.0555
0.05444,0.094,0.058,0.0533
0.0546,0.08366,0.05469,0.05591
0.06044,0.08213,0.05241,0.0555
0.076,0.07119,0.055,0.07095
0.10189,0.06295,0.061,0.08016
0.09905,0.06005,0.08034,0.08383
0.094,0.058,0.09075,0.08398
0.08366,0.05469,0.08398,0.07646
0.08213,0.05241,0.06142,0.06844
0.07119,0.055,0.054,0.055
0.06295,0.061,0.054,0.05644
0.06005,0.08034,0.0555,0.05271
0.058,0.09075,0.0533,0.05118
0.05469,0.08398,0.05591,0.05083
0.05241,0.06142,0.0555,0.05116
0.055,0.054,0.07095,0.05257
0.061,0.054,0.08016,0.0535
0.08034,0.0555,0.08383,0.0568
0.09075,0.0533,0.08398,0.063
0.08398,0.05591,0.07646,0.0591
0.06142,0.0555,0.06844,0.05328
0.054,0.07095,0.055,0.04527
0.054,0.08016,0.05644,0.04158
0.0555,0.08383,0.05271,0.03981
0.0533,0.08398,0.05118,0.04176
0.05591,0.07646,0.05083,0.04644
0.0555,0.06844,0.05116,0.053
0.07095,0.055,0.05257,0.06487
0.08016,0.05644,0.0535,0.08143
0.08383,0.05271,0.0568,0.08776
0.08398,0.05118,0.063,0.09568
0.07646,0.05083,0.0591,0.09271
0.06844,0.05116,0.05328,0.08611
0.055,0.05257,0.04527,0.07079
0.05644,0.0535,0.04158,0.06662
0.05271,0.0568,0.03981,0.06478
0.05118,0.063,0.04176,0.06491
0.05083,0.0591,0.04644,0.06392
0.05116,0.05328,0.053,0.06175
0.05257,0.04527,0.06487,0.06175
0.0535,0.04158,0.08143,0.06
0.0568,0.03981,0.08776,0.0598
0.063,0.04176,0.09568,0.06392
0.0591,0.04644,0.09271,0.053
0.05328,0.053,0.08611,0.0447
0.04527,0.06487,0.07079,0.04
0.04158,0.08143,0.06662,0.03428
0.03981,0.08776,0.06478,0.03565
0.04176,0.09568,0.06491,0.035
0.04644,0.09271,0.06392,0.032
0.053,0.08611,0.06175,0.04335
0.06487,0.07079,0.06175,0.05493
0.08143,0.06662,0.06,0.0775
0.08776,0.06478,0.0598,0.089
0.09568,0.06491,0.06392,0.12981
0.09271,0.06392,0.053,0.11977
0.08611,0.06175,0.0447,0.08294
0.07079,0.06175,0.04,0.075
0.06662,0.06,0.03428,0.07166
0.06478,0.0598,0.03565,0.073
0.06491,0.06392,0.035,0.0691
0.06392,0.053,0.032,0.06787
0.06175,0.0447,0.04335,0.06787
0.06175,0.04,0.05493,0.06978
0.06,0.03428,0.0775,0.07322
0.0598,0.03565,0.089,0.08315
0.06392,0.035,0.12981,0.09859
0.053,0.032,0.11977,0.08736
0.0447,0.04335,0.08294,0.07668
0.04,0.05493,0.075,0.06974
0.03428,0.0775,0.07166,0.06
0.03565,0.089,0.073,0.05
0.035,0.12981,0.0691,0.051
0.032,0.11977,0.06787,0.05971
0.04335,0.08294,0.06787,0.0688
0.05493,0.075,0.06978,0.07644
0.0775,0.07166,0.07322,0.08913
0.089,0.073,0.08315,0.12947
0.12981,0.0691,0.09859,0.18126
0.11977,0.06787,0.08736,0.11136
0.08294,0.06787,0.07668,0.08106
0.075,0.06978,0.06974,0.07575
0.07166,0.07322,0.06,0.0745
0.073,0.08315,0.05,0.075
0.0691,0.09859,0.051,0.07075
0.06787,0.08736,0.05971,0.06888
0.06787,0.07668,0.0688,0.0651
0.06978,0.06974,0.07644,0.06888
0.07322,0.06,0.08913,0.0745
0.08315,0.05,0.12947,0.08206
0.09859,0.051,0.18126,0.12106
0.08736,0.05971,0.11136,0.09606
0.07668,0.0688,0.08106,0.07961
0.06974,0.07644,0.07575,0.07248
0.06,0.08913,0.0745,0.071
0.05,0.12947,0.075,0.05647
0.051,0.18126,0.07075,0.0515
0.05971,0.11136,0.06888,0.05644
0.0688,0.08106,0.0651,0.06133
0.07644,0.07575,0.06888,0.071
0.08913,0.0745,0.0745,0.07877
0.12947,0.075,0.08206,0.08901
0.18126,0.07075,0.12106,0.08887
0.11136,0.06888,0.09606,0.07828
0.08106,0.0651,0.07961,0.06903
0.07575,0.06888,0.07248,0.05609
0.0745,0.0745,0.071,0.0417
0.075,0.08206,0.05647,0.039
0.07075,0.12106,0.0515,0.03745
0.06888,0.09606,0.05644,0.03321
0.0651,0.07961,0.06133,0.02617
0.06888,0.07248,0.071,0.038
0.0745,0.071,0.07877,0.04728
0.08206,0.05647,0.08901,0.06999
0.12106,0.0515,0.08887,0.07449
0.09606,0.05644,0.07828,0.06861
0.07961,0.06133,0.06903,0.06604
0.07248,0.071,0.05609,0.0592
0.071,0.07877,0.0417,0.045
0.05647,0.08901,0.039,0.0404
0.0515,0.08887,0.03745,0.035
0.05644,0.07828,0.03321,0.02833
0.06133,0.06903,0.02617,0.03745
0.071,0.05609,0.038,0.041
0.07877,0.0417,0.04728,0.05784
0.08901,0.039,0.06999,0.07276
0.08887,0.03745,0.07449,0.07689
0.07828,0.03321,0.06861,0.06772
0.06903,0.02617,0.06604,0.05842
0.05609,0.038,0.0592,0.0458
0.0417,0.04728,0.045,0.04673
0.039,0.06999,0.0404,0.039
0.03745,0.07449,0.035,0.0338
0.03321,0.06861,0.02833,0.03245
0.02617,0.06604,0.03745,0.0317
0.038,0.0592,0.041,0.03245
0.04728,0.045,0.05784,0.0415
0.06999,0.0404,0.07276,0.04579
0.07449,0.035,0.07689,0.047
0.06861,0.02833,0.06772,0.04213
0.06604,0.03745,0.05842,0.037
0.0592,0.041,0.0458,0.03522
0.045,0.05784,0.04673,0.038
0.0404,0.07276,0.039,0.0317
0.035,0.07689,0.0338,0.0338
0.02833,0.06772,0.03245,0.03308
0.03745,0.05842,0.0317,0.0394
0.041,0.0458,0.03245,0.0415
0.05784,0.04673,0.0415,0.04423
0.07276,0.039,0.04579,0.04
0.07689,0.0338,0.047,0.0405
0.06772,0.03245,0.04213,0.03794
0.05842,0.0317,0.037,0.04019
0.0458,0.03245,0.03522,0.0287
0.04673,0.0415,0.038,0.02204
0.039,0.04579,0.0317,0.01117
0.0338,0.047,0.0338,0.005
0.03245,0.04213,0.03308,0.0032
0.0317,0.037,0.0394,0.0032
0.03245,0.03522,0.0415,0.01114
0.0415,0.038,0.04423,0.02962
0.04579,0.0317,0.04,0.04892
0.047,0.0338,0.0405,0.05784
0.04213,0.03308,0.03794,0.065
0.037,0.0394,0.04019,0.06635
0.03522,0.0415,0.0287,0.05784
0.038,0.04423,0.02204,0.05056
0.0317,0.04,0.01117,0.04673
0.0338,0.0405,0.005,0.04799
0.03308,0.03794,0.0032,0.04673
0.0394,0.04019,0.0032,0.04499
0.0415,0.0287,0.01114,0.042
0.04423,0.02204,0.02962,0.04446
0.04,0.01117,0.04892,0.05995
0.0405,0.005,0.05784,0.06635
0.03794,0.0032,0.065,0.05502
0.04019,0.0032,0.06635,0.04313
0.0287,0.01114,0.05784,0.035
0.02204,0.02962,0.05056,0.02678
0.01117,0.04892,0.04673,0.014
0.005,0.05784,0.04799,0.005
0.0032,0.065,0.04673,0.0032
0.0032,0.06635,0.04499,0.0032
0.01114,0.05784,0.042,0.0032
0.02962,0.05056,0.04446,0.0032
0.04892,0.04673,0.05995,0.0032
0.05784,0.04799,0.06635,0.0032
0.065,0.04673,0.05502,0.0032
0.06635,0.04499,0.04313,0.00043
0.05784,0.042,0.035,0.0
0.05056,0.04446,0.02678,0.0
0.04673,0.05995,0.014,0.0
0.04799,0.06635,0.005,0.0
0.04673,0.05502,0.0032,0.0
0.04499,0.04313,0.0032,0.0
0.042,0.035,0.0032,0.00043
0.04446,0.02678,0.0032,0.0032
0.05995,0.014,0.0032,0.02501
0.06635,0.005,0.0032,0.03646
0.05502,0.0032,0.0032,0.0379
0.04313,0.0032,0.00043,0.03268
0.035,0.0032,0.0,0.023
0.02678,0.0032,0.0,0.035
0.014,0.0032,0.0,0.02326
0.005,0.0032,0.0,0.02201
0.0032,0.0032,0.0,0.0205
0.0032,0.00043,0.0,0.025
0.0032,0.0,0.00043,0.02498
0.0032,0.0,0.0032,0.0379
0.0032,0.0,0.02501,0.04019
0.0032,0.0,0.03646,0.041
0.0032,0.0,0.0379,0.0421
0.00043,0.0,0.03268,0.04346
0.0,0.00043,0.023,0.04019
0.0,0.0032,0.035,0.0399
0.0,0.02501,0.02326,0.04019
0.0,0.03646,0.02201,0.03998
0.0,0.0379,0.0205,0.03999
0.0,0.03268,0.025,0.04673
0.00043,0.023,0.02498,0.06194
0.0032,0.035,0.0379,0.06778
0.02501,0.02326,0.04019,0.06778
0.03646,0.02201,0.041,0.07575
0.0379,0.0205,0.0421,0.07001
0.03268,0.025,0.04346,0.05694
0.023,0.02498,0.04019,0.0407
0.035,0.0379,0.0399,0.03923
0.02326,0.04019,0.04019,0.03812
0.02201,0.041,0.03998,0.035
0.0205,0.0421,0.03999,0.03376
0.025,0.04346,0.04673,0.03376
0.02498,0.04019,0.06194,0.0351
0.0379,0.0399,0.06778,0.0374
0.04019,0.04019,0.06778,0.03988
0.041,0.03998,0.07575,0.0505
0.0421,0.03999,0.07001,0.04678
0.04346,0.04673,0.05694,0.04
0.04019,0.06194,0.0407,0.0356
0.0399,0.06778,0.03923,0.03376
0.04019,0.06778,0.03812,0.0356
0.03998,0.07575,0.035,0.035
0.03999,0.07001,0.03376,0.035
0.04673,0.05694,0.03376,0.03
0.06194,0.0407,0.0351,0.04
0.06778,0.03923,0.0374,0.05934
0.06778,0.03812,0.03988,0.08821
0.07575,0.035,0.0505,0.07915
0.07001,0.03376,0.04678,0.07154
0.05694,0.03376,0.04,0.06587
0.0407,0.0351,0.0356,0.0619
0.03923,0.0374,0.03376,0.05387
0.03812,0.03988,0.0356,0.0411
0.035,0.0505,0.035,0.04
0.03376,0.04678,0.035,0.04
0.03376,0.04,0.03,0.04
0.0351,0.0356,0.04,0.04261
0.0374,0.03376,0.05934,0.052
0.03988,0.0356,0.08821,0.06591
0.0505,0.035,0.07915,0.06844
0.04678,0.035,0.07154,0.0668
0.04,0.03,0.06587,0.065
0.0356,0.04,0.0619,0.06387
0.03376,0.05934,0.05387,0.06053
0.0356,0.08821,0.0411,0.06026
0.035,0.07915,0.04,0.06052
0.035,0.07154,0.04,0.06052
0.03,0.06587,0.04,0.0665
0.04,0.0619,0.04261,0.06861
0.05934,0.05387,0.052,0.08792
0.08821,0.0411,0.06591,0.09181
0.07915,0.04,0.06844,0.08214
0.07154,0.04,0.0668,0.07317
0.06587,0.04,0.065,0.06918
0.0619,0.04261,0.06387,0.065
0.05387,0.052,0.06053,0.06063
0.0411,0.06591,0.06026,0.05934
0.04,0.06844,0.06052,0.05576
0.04,0.0668,0.06052,0.05479
0.04,0.065,0.0665,0.05506
0.04261,0.06387,0.06861,0.05921
0.052,0.06053,0.08792,0.06495
0.06591,0.06026,0.09181,0.06694
0.06844,0.06052,0.08214,0.0705
0.0668,0.06052,0.07317,0.06965
0.065,0.0665,0.06918,0.05987
0.06387,0.06861,0.065,0.047
0.06053,0.08792,0.06063,0.0461
0.06026,0.09181,0.05934,0.0411
0.06052,0.08214,0.05576,0.03988
0.06052,0.07317,0.05479,0.04
0.0665,0.06918,0.05506,0.043
0.06861,0.065,0.05921,0.05993
0.08792,0.06063,0.06495,0.065
0.09181,0.05934,0.06694,0.08171
0.08214,0.05576,0.0705,0.0771
0.07317,0.05479,0.06965,0.06959
0.06918,0.05506,0.05987,0.06177
0.065,0.05921,0.047,0.05993
0.06063,0.06495,0.0461,0.0505
0.05934,0.06694,0.0411,0.03988
0.05576,0.0705,0.03988,0.03637
0.05479,0.06965,0.04,0.03637
0.05506,0.05987,0.043,0.0366
0.05921,0.047,0.05993,0.03687
0.06495,0.0461,0.065,0.047
0.06694,0.0411,0.08171,0.06
0.0705,0.03988,0.0771,0.06253
0.06965,0.04,0.06959,0.05993
0.05987,0.043,0.06177,0.05479
0.047,0.05993,0.05993,0.05599
0.0461,0.065,0.0505,0.05265
0.0411,0.08171,0.03988,0.04801
0.03988,0.0771,0.03637,0.04556
0.04,0.06959,0.03637,0.04689
0.043,0.06177,0.0366,0.04539
0.05993,0.05993,0.03687,0.049
0.065,0.0505,0.047,0.0595
0.08171,0.03988,0.06,0.06444
0.0771,0.03637,0.06253,0.06329
0.06959,0.03637,0.05993,0.06
0.06177,0.0366,0.05479,0.0595
0.05993,0.03687,0.05599,0.05568
0.0505,0.047,0.05265,0.05176
0.03988,0.06,0.04801,0.05108
0.03637,0.06253,0.04556,0.04992
0.03637,0.05993,0.04689,0.04706
0.0366,0.05479,0.04539,0.042
0.03687,0.05599,0.049,0.046
0.047,0.05265,0.0595,0.05157
0.06,0.04801,0.06444,0.0605
0.06253,0.04556,0.06329,0.06594
0.05993,0.04689,0.06,0.059
0.05479,0.04539,0.0595,0.04873
0.05599,0.049,0.05568,0.04706
0.05265,0.0595,0.05176,0.0421
0.04801,0.06444,0.05108,0.0442
0.04556,0.06329,0.04992,0.0421
0.04689,0.06,0.04706,0.0421
0.04539,0.0595,0.042,0.04706
0.049,0.05568,0.046,0.05208
0.0595,0.05176,0.05157,0.06322
0.06444,0.05108,0.0605,0.07793
0.06329,0.04992,0.06594,0.07309
0.06,0.04706,0.059,0.06966
0.0595,0.042,0.04873,0.06594
0.05568,0.046,0.04706,0.0616
0.05176,0.05157,0.0421,0.0468
0.05108,0.0605,0.0442,0.046
0.04992,0.06594,0.0421,0.046
0.04706,0.059,0.0421,0.045
0.042,0.04873,0.04706,0.045
0.046,0.04706,0.05208,0.04423
0.05157,0.0421,0.06322,0.04423
0.0605,0.0442,0.07793,0.04527
0.06594,0.0421,0.07309,0.04634
0.059,0.0421,0.06966,0.0445
0.04873,0.04706,0.06594,0.04
0.04706,0.05208,0.0616,0.035
0.0421,0.06322,0.0468,0.0332
0.0442,0.07793,0.046,0.0335
0.0421,0.07309,0.046,0.0324
0.0421,0.06966,0.045,0.0307
0.04706,0.06594,0.045,0.0335
0.05208,0.0616,0.04423,0.04527
0.06322,0.0468,0.04423,0.06568
0.07793,0.046,0.04527,0.08293
0.07309,0.046,0.04634,0.07503
0.06966,0.045,0.0445,0.07075
0.06594,0.045,0.04,0.0682
0.0616,0.04423,0.035,0.06911
0.0468,0.04423,0.0332,0.05998
0.046,0.04527,0.0335,0.05481
0.046,0.04634,0.0324,0.05105
0.045,0.0445,0.0307,0.04916
0.045,0.04,0.0335,0.04772
0.04423,0.035,0.04527,0.04847
0.04423,0.0332,0.06568,0.04602
0.04527,0.0335,0.08293,0.04897
0.04634,0.0324,0.07503,0.04728
0.0445,0.0307,0.07075,0.04303
0.04,0.0335,0.0682,0.04
0.035,0.04527,0.06911,0.0356
0.0332,0.06568,0.05998,0.0348
0.0335,0.08293,0.05481,0.0335
0.0324,0.07503,0.05105,0.0332
0.0307,0.07075,0.04916,0.03018
0.0335,0.0682,0.04772,0.0322
0.04527,0.06911,0.04847,0.0412
0.06568,0.05998,0.04602,0.05196
0.08293,0.05481,0.04897,0.06391
0.07503,0.05105,0.04728,0.06471
0.07075,0.04916,0.04303,0.05983
0.0682,0.04772,0.04,0.05733
0.06911,0.04847,0.0356,0.05394
0.05998,0.04602,0.0348,0.044
0.05481,0.04897,0.0335,0.04433
0.05105,0.04728,0.0332,0.04463
0.04916,0.04303,0.03018,0.04391
0.04772,0.04,0.0322,0.04367
0.04847,0.0356,0.0412,0.0415
0.04602,0.0348,0.05196,0.044
0.04897,0.0335,0.06391,0.055
0.04728,0.0332,0.06471,0.05904
0.04303,0.03018,0.05983,0.044
0.04,0.0322,0.05733,0.0395
0.0356,0.0412,0.05394,0.03123
0.0348,0.05196,0.044,0.0306
0.0335,0.06391,0.04433,0.0306
0.0332,0.06471,0.04463,0.03
0.03018,0.05983,0.04391,0.02779
0.0322,0.05733,0.04367,0.03123
0.0412,0.05394,0.0415,0.04322
0.05196,0.044,0.044,0.05352
0.06391,0.04433,0.055,0.06628
0.06471,0.04463,0.05904,0.07226
0.05983,0.04391,0.044,0.06522
0.05733,0.04367,0.0395,0.0541
0.05394,0.0415,0.03123,0.05352
0.044,0.044,0.0306,0.04374
0.04433,0.055,0.0306,0.04143
0.04463,0.05904,0.03,0.03788
0.04391,0.044,0.02779,0.037
0.04367,0.0395,0.03123,0.038
0.0415,0.03123,0.04322,0.041
0.044,0.0306,0.05352,0.04796
0.055,0.0306,0.06628,0.055
0.05904,0.03,0.07226,0.05628
0.044,0.02779,0.06522,0.04767
0.0395,0.03123,0.0541,0.0322
0.03123,0.04322,0.05352,0.0286
0.0306,0.05352,0.04374,0.02876
0.0306,0.06628,0.04143,0.02876
0.03,0.07226,0.03788,0.0286
0.02779,0.06522,0.037,0.02968
0.03123,0.0541,0.038,0.03062
0.04322,0.05352,0.041,0.04306
0.05352,0.04374,0.04796,0.07264
0.06628,0.04143,0.055,0.07544
0.07226,0.03788,0.05628,0.181
0.06522,0.037,0.04767,0.11947
0.0541,0.038,0.0322,0.06316
0.05352,0.041,0.0286,0.05476
0.04374,0.04796,0.02876,0.05284
0.04143,0.055,0.02876,0.0495
0.03788,0.05628,0.0286,0.04699
0.037,0.04767,0.02968,0.04495
0.038,0.0322,0.03062,0.04568
0.041,0.0286,0.04306,0.05035
0.04796,0.02876,0.07264,0.05098
0.055,0.02876,0.07544,0.06082
0.05628,0.0286,0.181,0.0767
0.04767,0.02968,0.11947,0.04877
0.0322,0.03062,0.06316,0.035
0.0286,0.04306,0.05476,0.03272
0.02876,0.07264,0.05284,0.0332
0.02876,0.07544,0.0495,0.03
0.0286,0.181,0.04699,0.0286
0.02968,0.11947,0.04495,0.0286
0.03062,0.06316,0.04568,0.032
0.04306,0.05476,0.05035,0.036
0.07264,0.05284,0.05098,0.04767
0.07544,0.0495,0.06082,0.06347
0.181,0.04699,0.0767,0.05476
0.11947,0.04495,0.04877,0.04791
0.06316,0.04568,0.035,0.04376
0.05476,0.05035,0.03272,0.03714
0.05284,0.05098,0.0332,0.02273
0.0495,0.06082,0.03,0.01629
0.04699,0.0767,0.0286,0.014
0.04495,0.04877,0.0286,0.014
0.04568,0.035,0.032,0.01127
0.05035,0.03272,0.036,0.01127
0.05098,0.0332,0.04767,0.01617
0.06082,0.03,0.06347,0.01469
0.0767,0.0286,0.05476,0.0162
0.04877,0.0286,0.04791,0.01375
0.035,0.032,0.04376,0.01007
0.03272,0.036,0.03714,0.00887
0.0332,0.04767,0.02273,0.0035
0.03,0.06347,0.01629,0.0032
0.0286,0.05476,0.014,0.0032
0.0286,0.04791,0.014,0.0032
0.032,0.04376,0.01127,0.005
0.036,0.03714,0.01127,0.009
0.04767,0.02273,0.01617,0.01007
0.06347,0.01629,0.01469,0.00999
0.05476,0.014,0.0162,0.0118
0.04791,0.014,0.01375,0.013
0.04376,0.01127,0.01007,0.01007
0.03714,0.01127,0.00887,0.00567
0.02273,0.01617,0.0035,0.00957
0.01629,0.01469,0.0032,0.00409
0.014,0.0162,0.0032,0.0032
0.014,0.01375,0.0032,0.00183
0.01127,0.01007,0.005,0.00258
0.01127,0.00887,0.009,0.0032
0.01617,0.0035,0.01007,0.0068
0.01469,0.0032,0.00999,0.011
0.0162,0.0032,0.0118,0.01122
0.01375,0.0032,0.013,0.0068
0.01007,0.005,0.01007,0.0032
0.00887,0.009,0.00567,0.0032
0.0035,0.01007,0.00957,0.003
0.0032,0.00999,0.00409,0.00043
0.0032,0.0118,0.0032,1e-05
0.0032,0.013,0.00183,1e-05
0.005,0.01007,0.00258,0.00043
0.009,0.00567,0.0032,0.0032
0.01007,0.00957,0.0068,0.01117
0.00999,0.00409,0.011,0.0151
0.0118,0.0032,0.01122,0.01715
0.013,0.00183,0.0068,0.01836
0.01007,0.00258,0.0032,0.01394
0.00567,0.0032,0.0032,0.01169
0.00957,0.0068,0.003,0.00741
0.00409,0.011,0.00043,0.005
0.0032,0.01122,1e-05,0.0032
0.00183,0.0068,1e-05,0.0042
0.00258,0.0032,0.00043,0.005
0.0032,0.0032,0.0032,0.005
0.0068,0.003,0.01117,0.0062
0.011,0.00043,0.0151,0.00818
0.01122,1e-05,0.01715,0.00741
0.0068,1e-05,0.01836,0.0037
0.0032,0.00043,0.01394,0.0032
0.0032,0.0032,0.01169,0.0
0.003,0.01117,0.00741,0.0
0.00043,0.0151,0.005,0.0
1e-05,0.01715,0.0032,0.0
1e-05,0.01836,0.0042,0.0
