electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
0.005,0.003,0.07,0.044
0.004,0.004,0.057,0.031
0.004,0.03,0.053,0.02
0.004,0.052,0.037,0.01
0.001,0.074,0.039,0.013
0.001,0.074,0.025,0.017
0.003,0.07,0.016,0.017
0.004,0.057,0.016,0.05
0.03,0.053,0.029,0.089
0.052,0.037,0.051,0.139
0.074,0.039,0.055,0.2
0.074,0.025,0.056,0.18
0.07,0.016,0.044,0.142
0.057,0.016,0.031,0.131
0.053,0.029,0.02,0.13
0.037,0.051,0.01,0.115
0.039,0.055,0.013,0.113
0.025,0.056,0.017,0.112
0.016,0.044,0.017,0.111
0.016,0.031,0.05,0.106
0.029,0.02,0.089,0.101
0.051,0.01,0.139,0.091
0.055,0.013,0.2,0.086
0.056,0.017,0.18,0.08
0.044,0.017,0.142,0.068
0.031,0.05,0.131,0.058
0.02,0.089,0.13,0.052
0.01,0.139,0.115,0.051
0.013,0.2,0.113,0.046
0.017,0.18,0.112,0.052
0.017,0.142,0.111,0.068
0.05,0.131,0.106,0.075
0.089,0.13,0.101,0.085
0.139,0.115,0.091,0.098
0.2,0.113,0.086,0.111
0.18,0.112,0.08,0.105
0.142,0.111,0.068,0.09
0.131,0.106,0.058,0.075
0.13,0.101,0.052,0.104
0.115,0.091,0.051,0.1
0.113,0.086,0.046,0.101
0.112,0.08,0.052,0.099
0.111,0.068,0.068,0.096
0.106,0.058,0.075,0.1
0.101,0.052,0.085,0.104
0.091,0.051,0.098,0.136
0.086,0.046,0.111,0.157
0.08,0.052,0.105,0.15
0.068,0.068,0.09,0.128
0.058,0.075,0.075,0.109
0.052,0.085,0.104,0.103
0.051,0.098,0.1,0.103
0.046,0.111,0.101,0.107
0.052,0.105,0.099,0.111
0.068,0.09,0.096,0.114
0.075,0.075,0.1,0.126
0.085,0.104,0.104,0.136
0.098,0.1,0.136,0.157
0.111,0.101,0.157,0.215
0.105,0.099,0.15,0.165
0.09,0.096,0.128,0.125
0.075,0.1,0.109,0.123
0.104,0.104,0.103,0.127
0.1,0.136,0.103,0.124
0.101,0.157,0.107,0.119
0.099,0.15,0.111,0.11
0.096,0.128,0.114,0.105
0.1,0.109,0.126,0.1
0.104,0.103,0.136,0.11
0.136,0.103,0.157,0.122
0.157,0.107,0.215,0.132
0.15,0.111,0.165,0.125
0.128,0.114,0.125,0.109
0.109,0.126,0.123,0.079
0.103,0.136,0.127,0.073
0.103,0.157,0.124,0.065
0.107,0.215,0.119,0.064
0.111,0.165,0.11,0.065
0.114,0.125,0.105,0.077
0.126,0.123,0.1,0.094
0.136,0.127,0.11,0.109
0.157,0.124,0.122,0.124
0.215,0.119,0.132,0.128
0.165,0.11,0.125,0.119
0.125,0.105,0.109,0.114
0.123,0.1,0.079,0.098
0.127,0.11,0.073,0.07
0.124,0.122,0.065,0.064
0.119,0.132,0.064,0.062
0.11,0.125,0.065,0.061
0.105,0.109,0.077,0.045
0.1,0.079,0.094,0.059
0.11,0.073,0.109,0.065
0.122,0.065,0.124,0.088
0.132,0.064,0.128,0.104
0.125,0.065,0.119,0.095
0.109,0.077,0.114,0.07
0.079,0.094,0.098,0.062
0.073,0.109,0.07,0.045
0.065,0.124,0.064,0.035
0.064,0.128,0.062,0.02
0.065,0.119,0.061,0.017
0.077,0.114,0.045,0.037
0.094,0.098,0.059,0.064
0.109,0.07,0.065,0.085
0.124,0.064,0.088,0.097
0.128,0.062,0.104,0.109
0.119,0.061,0.095,0.105
0.114,0.045,0.07,0.092
0.098,0.059,0.062,0.086
0.07,0.065,0.045,0.051
0.064,0.088,0.035,0.04
0.062,0.104,0.02,0.035
0.061,0.095,0.017,0.035
0.045,0.07,0.037,0.034
0.059,0.062,0.064,0.035
0.065,0.045,0.085,0.054
0.088,0.035,0.097,0.072
0.104,0.02,0.109,0.078
0.095,0.017,0.105,0.078
0.07,0.037,0.092,0.073
0.062,0.064,0.086,0.054
0.045,0.085,0.051,0.045
0.035,0.097,0.04,0.035
0.02,0.109,0.035,0.032
0.017,0.105,0.035,0.021
0.037,0.092,0.034,0.033
0.064,0.086,0.035,0.04
0.085,0.051,0.054,0.054
0.097,0.04,0.072,0.055
0.109,0.035,0.078,0.076
0.105,0.035,0.078,0.075
0.092,0.034,0.073,0.072
0.086,0.035,0.054,0.055
0.051,0.054,0.045,0.022
0.04,0.072,0.035,0.011
0.035,0.078,0.032,0.004
0.035,0.078,0.021,0.004
0.034,0.073,0.033,0.004
0.035,0.054,0.04,0.004
0.054,0.045,0.054,0.025
0.072,0.035,0.055,0.042
0.078,0.032,0.076,0.051
0.078,0.021,0.075,0.045
0.073,0.033,0.072,0.028
0.054,0.04,0.055,0.004
0.045,0.054,0.022,0.004
0.035,0.055,0.011,0.004
0.032,0.076,0.004,0.004
0.021,0.075,0.004,0.004
0.033,0.072,0.004,0.004
0.04,0.055,0.004,0.014
0.054,0.022,0.025,0.044
0.055,0.011,0.042,0.062
0.076,0.004,0.051,0.092
0.075,0.004,0.045,0.069
0.072,0.004,0.028,0.053
0.055,0.004,0.004,0.045
0.022,0.025,0.004,0.015
0.011,0.042,0.004,0.004
0.004,0.051,0.004,0.004
0.004,0.045,0.004,0.004
0.004,0.028,0.004,0.004
0.004,0.004,0.014,0.004
0.025,0.004,0.044,0.004
0.042,0.004,0.062,0.004
0.051,0.004,0.092,0.006
0.045,0.004,0.069,0.006
0.028,0.004,0.053,0.004
0.004,0.014,0.045,0.002
0.004,0.044,0.015,0.001
0.004,0.062,0.004,0.001
0.004,0.092,0.004,0.0
0.004,0.069,0.004,0.0
0.004,0.053,0.004,0.0
0.014,0.045,0.004,0.001
0.044,0.015,0.004,0.004
0.062,0.004,0.004,0.019
0.092,0.004,0.006,0.023
0.069,0.004,0.006,0.02
0.053,0.004,0.004,0.014
0.045,0.004,0.002,0.004
0.015,0.004,0.001,0.004
0.004,0.004,0.001,0.001
0.004,0.006,0.0,0.0
0.004,0.006,0.0,0.0
0.004,0.004,0.0,0.0
0.004,0.002,0.001,0.0
0.004,0.001,0.004,0.0
0.004,0.001,0.019,0.0
0.006,0.0,0.023,0.0
0.006,0.0,0.02,0.0
0.004,0.0,0.014,0.0
0.002,0.001,0.004,0.0
0.001,0.004,0.004,0.0
0.001,0.019,0.001,0.0
0.0,0.023,0.0,0.001
0.0,0.02,0.0,0.002
0.0,0.014,0.0,0.003
0.001,0.004,0.0,0.004
0.004,0.004,0.0,0.015
0.019,0.001,0.0,0.027
0.023,0.0,0.0,0.064
0.02,0.0,0.0,0.063
0.014,0.0,0.0,0.05
0.004,0.0,0.0,0.03
0.004,0.0,0.0,0.027
0.001,0.0,0.0,0.008
0.0,0.0,0.001,0.008
0.0,0.0,0.002,0.007
0.0,0.0,0.003,0.005
0.0,0.0,0.004,0.005
0.0,0.0,0.015,0.007
0.0,0.0,0.027,0.032
0.0,0.001,0.064,0.08
0.0,0.002,0.063,0.09
0.0,0.003,0.05,0.039
0.0,0.004,0.03,0.034
0.0,0.015,0.027,0.019
0.0,0.027,0.008,0.007
0.001,0.064,0.008,0.005
0.002,0.063,0.007,0.004
0.003,0.05,0.005,0.004
0.004,0.03,0.005,0.005
0.015,0.027,0.007,0.035
0.027,0.008,0.032,0.063
0.064,0.008,0.08,0.087
0.063,0.007,0.09,0.096
0.05,0.005,0.039,0.094
0.03,0.005,0.034,0.063
0.027,0.007,0.019,0.036
0.008,0.032,0.007,0.061
0.008,0.08,0.005,0.06
0.007,0.09,0.004,0.064
0.005,0.039,0.004,0.064
0.005,0.034,0.005,0.065
0.007,0.019,0.035,0.075
0.032,0.007,0.063,0.094
0.08,0.005,0.087,0.101
0.09,0.004,0.096,0.129
0.039,0.004,0.094,0.115
0.034,0.005,0.063,0.105
0.019,0.035,0.036,0.104
0.007,0.063,0.061,0.102
0.005,0.087,0.06,0.101
0.004,0.096,0.064,0.109
0.004,0.094,0.064,0.119
0.005,0.063,0.065,0.125
0.035,0.036,0.075,0.125
0.063,0.061,0.094,0.115
0.087,0.06,0.101,0.104
0.096,0.064,0.129,0.098
0.094,0.064,0.115,0.096
0.063,0.065,0.105,0.095
0.036,0.075,0.104,0.071
0.061,0.094,0.102,0.016
0.06,0.101,0.101,0.012
0.064,0.129,0.109,0.004
0.064,0.115,0.119,0.004
0.065,0.105,0.125,0.004
0.075,0.104,0.125,0.004
0.094,0.102,0.115,0.004
0.101,0.101,0.104,0.004
0.129,0.109,0.098,0.004
0.115,0.119,0.096,0.003
0.105,0.125,0.095,0.001
0.104,0.125,0.071,0.0
0.102,0.115,0.016,0.0
0.101,0.104,0.012,0.0
0.109,0.098,0.004,0.0
0.119,0.096,0.004,0.0
0.125,0.095,0.004,0.001
0.125,0.071,0.004,0.004
0.115,0.016,0.004,0.004
0.104,0.012,0.004,0.004
0.098,0.004,0.004,0.007
0.096,0.004,0.003,0.011
0.095,0.004,0.001,0.004
0.071,0.004,0.0,0.004
0.016,0.004,0.0,0.004
0.012,0.004,0.0,0.004
0.004,0.004,0.0,0.0
0.004,0.003,0.0,0.0
0.004,0.001,0.001,0.0
0.004,0.0,0.004,0.001
0.004,0.0,0.004,0.004
0.004,0.0,0.004,0.005
0.004,0.0,0.007,0.01
0.003,0.0,0.011,0.004
0.001,0.001,0.004,0.004
0.0,0.004,0.004,0.004
0.0,0.004,0.004,0.004
0.0,0.004,0.004,0.004
0.0,0.007,0.0,0.004
0.0,0.011,0.0,0.003
0.001,0.004,0.0,0.004
0.004,0.004,0.001,0.004
0.004,0.004,0.004,0.004
0.004,0.004,0.005,0.01
0.007,0.0,0.01,0.01
0.011,0.0,0.004,0.004
0.004,0.0,0.004,0.004
0.004,0.001,0.004,0.003
0.004,0.004,0.004,0.003
0.004,0.005,0.004,0.001
0.0,0.01,0.004,0.0
0.0,0.004,0.003,0.0
0.0,0.004,0.004,0.0
0.001,0.004,0.004,0.0
0.004,0.004,0.004,0.004
0.005,0.004,0.01,0.004
0.01,0.004,0.01,0.004
0.004,0.003,0.004,0.004
0.004,0.004,0.004,0.004
0.004,0.004,0.003,0.003
0.004,0.004,0.003,0.002
0.004,0.01,0.001,0.003
0.004,0.01,0.0,0.003
0.003,0.004,0.0,0.004
0.004,0.004,0.0,0.004
0.004,0.003,0.0,0.012
0.004,0.003,0.004,0.012
0.01,0.001,0.004,0.012
0.01,0.0,0.004,0.015
0.004,0.0,0.004,0.014
0.004,0.0,0.004,0.014
0.003,0.0,0.003,0.01
0.003,0.004,0.002,0.004
0.001,0.004,0.003,0.002
0.0,0.004,0.003,0.001
0.0,0.004,0.004,0.001
0.0,0.004,0.004,0.001
0.0,0.003,0.012,0.001
0.004,0.002,0.012,0.001
0.004,0.003,0.012,0.001
0.004,0.003,0.015,0.001
0.004,0.004,0.014,0.002
0.004,0.004,0.014,0.001
0.003,0.012,0.01,0.0
0.002,0.012,0.004,0.0
0.003,0.012,0.002,0.0
0.003,0.015,0.001,0.0
0.004,0.014,0.001,0.0
0.004,0.014,0.001,0.0
0.012,0.01,0.001,0.0
0.012,0.004,0.001,0.002
0.012,0.002,0.001,0.004
0.015,0.001,0.001,0.004
0.014,0.001,0.002,0.004
0.014,0.001,0.001,0.001
0.01,0.001,0.0,0.0
0.004,0.001,0.0,0.0
0.002,0.001,0.0,0.0
0.001,0.001,0.0,0.0
0.001,0.002,0.0,0.0
0.001,0.001,0.0,0.0
0.001,0.0,0.0,0.0
0.001,0.0,0.002,0.0
0.001,0.0,0.004,0.0
0.001,0.0,0.004,0.0
0.002,0.0,0.004,0.0
0.001,0.0,0.001,0.0
0.0,0.0,0.0,0.0
0.0,0.002,0.0,0.0
0.0,0.004,0.0,0.0
0.0,0.004,0.0,0.0
0.0,0.004,0.0,0.0
0.0,0.001,0.0,0.0
0.0,0.0,0.0,0.002
0.002,0.0,0.0,0.007
0.004,0.0,0.0,0.022
0.004,0.0,0.0,0.024
0.004,0.0,0.0,0.025
0.001,0.0,0.0,0.022
0.0,0.0,0.0,0.016
0.0,0.0,0.0,0.014
0.0,0.0,0.0,0.009
0.0,0.0,0.0,0.004
0.0,0.0,0.0,0.001
0.0,0.0,0.0,0.004
0.0,0.0,0.002,0.016
0.0,0.0,0.007,0.046
0.0,0.0,0.022,0.091
0.0,0.0,0.024,0.092
0.0,0.0,0.025,0.035
0.0,0.0,0.022,0.031
0.0,0.002,0.016,0.02
0.0,0.007,0.014,0.02
0.0,0.022,0.009,0.02
0.0,0.024,0.004,0.023
0.0,0.025,0.001,0.029
0.0,0.022,0.004,0.06
0.002,0.016,0.016,0.1
0.007,0.014,0.046,0.151
0.022,0.009,0.091,0.14
0.024,0.004,0.092,0.112
0.025,0.001,0.035,0.106
0.022,0.004,0.031,0.1
0.016,0.016,0.02,0.089
0.014,0.046,0.02,0.082
0.009,0.091,0.02,0.076
0.004,0.092,0.023,0.07
0.001,0.035,0.029,0.068
0.004,0.031,0.06,0.07
0.016,0.02,0.1,0.083
0.046,0.02,0.151,0.095
0.091,0.02,0.14,0.133
0.092,0.023,0.112,0.136
0.035,0.029,0.106,0.085
0.031,0.06,0.1,0.076
0.02,0.1,0.089,0.076
0.02,0.151,0.082,0.08
0.02,0.14,0.076,0.083
0.023,0.112,0.07,0.083
0.029,0.106,0.068,0.084
0.06,0.1,0.07,0.092
0.1,0.089,0.083,0.138
0.151,0.082,0.095,0.15
0.14,0.076,0.133,0.137
0.112,0.07,0.136,0.138
0.106,0.068,0.085,0.12
0.1,0.07,0.076,0.092
0.089,0.083,0.076,0.086
0.082,0.095,0.08,0.093
0.076,0.133,0.083,0.079
0.07,0.136,0.083,0.077
0.068,0.085,0.084,0.076
0.07,0.076,0.092,0.066
0.083,0.076,0.138,0.075
0.095,0.08,0.15,0.084
0.133,0.083,0.137,0.1
0.136,0.083,0.138,0.111
0.085,0.084,0.12,0.093
0.076,0.092,0.092,0.085
0.076,0.138,0.086,0.078
0.08,0.15,0.093,0.076
0.083,0.137,0.079,0.076
0.083,0.138,0.077,0.077
0.084,0.12,0.076,0.081
0.092,0.092,0.066,0.096
0.138,0.086,0.075,0.1
0.15,0.093,0.084,0.127
0.137,0.079,0.1,0.121
0.138,0.077,0.111,0.115
0.12,0.076,0.093,0.099
0.092,0.066,0.085,0.092
0.086,0.075,0.078,0.08
0.093,0.084,0.076,0.076
0.079,0.1,0.076,0.06
0.077,0.111,0.077,0.058
0.076,0.093,0.081,0.058
0.066,0.085,0.096,0.057
0.075,0.078,0.1,0.06
0.084,0.076,0.127,0.072
0.1,0.076,0.121,0.085
0.111,0.077,0.115,0.095
0.093,0.081,0.099,0.08
0.085,0.096,0.092,0.07
0.078,0.1,0.08,0.056
0.076,0.127,0.076,0.054
0.076,0.121,0.06,0.051
0.077,0.115,0.058,0.044
0.081,0.099,0.058,0.03
0.096,0.092,0.057,0.053
0.1,0.08,0.06,0.076
0.127,0.076,0.072,0.1
0.121,0.06,0.085,0.112
0.115,0.058,0.095,0.103
0.099,0.058,0.08,0.092
0.092,0.057,0.07,0.084
0.08,0.06,0.056,0.074
0.076,0.072,0.054,0.064
0.06,0.085,0.051,0.058
0.058,0.095,0.044,0.052
0.058,0.08,0.03,0.045
0.057,0.07,0.053,0.045
0.06,0.056,0.076,0.049
0.072,0.054,0.1,0.045
0.085,0.051,0.112,0.064
0.095,0.044,0.103,0.072
0.08,0.03,0.092,0.052
0.07,0.053,0.084,0.032
0.056,0.076,0.074,0.026
0.054,0.1,0.064,0.025
0.051,0.112,0.058,0.021
0.044,0.103,0.052,0.02
0.03,0.092,0.045,0.032
0.053,0.084,0.045,0.045
0.076,0.074,0.049,0.062
0.1,0.064,0.045,0.081
0.112,0.058,0.064,0.099
0.103,0.052,0.072,0.106
0.092,0.045,0.052,0.082
0.084,0.045,0.032,0.065
0.074,0.049,0.026,0.052
0.064,0.045,0.025,0.019
0.058,0.064,0.021,0.009
0.052,0.072,0.02,0.006
0.045,0.052,0.032,0.004
0.045,0.032,0.045,0.004
0.049,0.026,0.062,0.005
0.045,0.025,0.081,0.007
0.064,0.021,0.099,0.009
0.072,0.02,0.106,0.01
0.052,0.032,0.082,0.01
0.032,0.045,0.065,0.007
0.026,0.062,0.052,0.004
0.025,0.081,0.019,0.004
0.021,0.099,0.009,0.004
0.02,0.106,0.006,0.004
0.032,0.082,0.004,0.001
0.045,0.065,0.004,0.004
0.062,0.052,0.005,0.007
0.081,0.019,0.007,0.011
0.099,0.009,0.009,0.019
0.106,0.006,0.01,0.02
0.082,0.004,0.01,0.019
0.065,0.004,0.007,0.01
0.052,0.005,0.004,0.006
0.019,0.007,0.004,0.004
0.009,0.009,0.004,0.004
0.006,0.01,0.004,0.003
0.004,0.01,0.001,0.003
0.004,0.007,0.004,0.003
0.005,0.004,0.007,0.004
0.007,0.004,0.011,0.004
0.009,0.004,0.019,0.004
0.01,0.004,0.02,0.006
0.01,0.001,0.019,0.006
0.007,0.004,0.01,0.005
0.004,0.007,0.006,0.004
0.004,0.011,0.004,0.004
0.004,0.019,0.004,0.005
0.004,0.02,0.003,0.006
0.001,0.019,0.003,0.007
0.004,0.01,0.003,0.014
0.007,0.006,0.004,0.04
0.011,0.004,0.004,0.052
0.019,0.004,0.004,0.074
0.02,0.003,0.006,0.077
0.019,0.003,0.006,0.076
0.01,0.003,0.005,0.051
0.006,0.004,0.004,0.04
0.004,0.004,0.004,0.04
0.004,0.004,0.005,0.034
0.003,0.006,0.006,0.023
0.003,0.006,0.007,0.022
0.003,0.005,0.014,0.023
0.004,0.004,0.04,0.037
0.004,0.004,0.052,0.047
0.004,0.005,0.074,0.049
0.006,0.006,0.077,0.06
0.006,0.007,0.076,0.053
0.005,0.014,0.051,0.045
0.004,0.04,0.04,0.04
0.004,0.052,0.04,0.021
0.005,0.074,0.034,0.018
0.006,0.077,0.023,0.02
0.007,0.076,0.022,0.04
0.014,0.051,0.023,0.049
0.04,0.04,0.037,0.086
0.052,0.04,0.047,0.094
0.074,0.034,0.049,0.104
0.077,0.023,0.06,0.088
0.076,0.022,0.053,0.063
0.051,0.023,0.045,0.055
0.04,0.037,0.04,0.045
0.04,0.047,0.021,0.045
0.034,0.049,0.018,0.04
0.023,0.06,0.02,0.038
0.022,0.053,0.04,0.04
0.023,0.045,0.049,0.04
0.037,0.04,0.086,0.04
0.047,0.021,0.094,0.052
0.049,0.018,0.104,0.081
0.06,0.02,0.088,0.089
0.053,0.04,0.063,0.081
0.045,0.049,0.055,0.047
0.04,0.086,0.045,0.04
0.021,0.094,0.045,0.04
0.018,0.104,0.04,0.04
0.02,0.088,0.038,0.04
0.04,0.063,0.04,0.04
0.049,0.055,0.04,0.07
0.086,0.045,0.04,0.097
0.094,0.045,0.052,0.118
0.104,0.04,0.081,0.117
0.088,0.038,0.089,0.118
0.063,0.04,0.081,0.11
0.055,0.04,0.047,0.092
0.045,0.04,0.04,0.091
0.045,0.052,0.04,0.081
0.04,0.081,0.04,0.076
0.038,0.089,0.04,0.074
0.04,0.081,0.04,0.074
0.04,0.047,0.07,0.074
0.04,0.04,0.097,0.08
0.052,0.04,0.118,0.093
0.081,0.04,0.117,0.112
0.089,0.04,0.118,0.117
0.081,0.04,0.11,0.103
0.047,0.07,0.092,0.092
0.04,0.097,0.091,0.085
0.04,0.118,0.081,0.084
0.04,0.117,0.076,0.083
0.04,0.118,0.074,0.082
0.04,0.11,0.074,0.084
0.07,0.092,0.074,0.102
0.097,0.091,0.08,0.12
0.118,0.081,0.093,0.129
0.117,0.076,0.112,0.121
0.118,0.074,0.117,0.117
0.11,0.074,0.103,0.104
0.092,0.074,0.092,0.091
0.091,0.08,0.085,0.084
0.081,0.093,0.084,0.085
0.076,0.112,0.083,0.083
0.074,0.117,0.082,0.082
0.074,0.103,0.084,0.079
0.074,0.092,0.102,0.084
0.08,0.085,0.12,0.091
0.093,0.084,0.129,0.094
0.112,0.083,0.121,0.114
0.117,0.082,0.117,0.12
0.103,0.084,0.104,0.114
0.092,0.102,0.091,0.102
0.085,0.12,0.084,0.111
0.084,0.129,0.085,0.11
0.083,0.121,0.083,0.097
0.082,0.117,0.082,0.09
0.084,0.104,0.079,0.084
0.102,0.091,0.084,0.089
0.12,0.084,0.091,0.111
0.129,0.085,0.094,0.12
0.121,0.083,0.114,0.125
0.117,0.082,0.12,0.121
0.104,0.079,0.114,0.115
0.091,0.084,0.102,0.11
0.084,0.091,0.111,0.1
0.085,0.094,0.11,0.106
0.083,0.114,0.097,0.1
0.082,0.12,0.09,0.096
0.079,0.114,0.084,0.092
0.084,0.102,0.089,0.095
0.091,0.111,0.111,0.103
0.094,0.11,0.12,0.119
0.114,0.097,0.125,0.131
0.12,0.09,0.121,0.141
0.114,0.084,0.115,0.129
0.102,0.089,0.11,0.124
0.111,0.111,0.1,0.117
0.11,0.12,0.106,0.117
0.097,0.125,0.1,0.111
0.09,0.121,0.096,0.101
0.084,0.115,0.092,0.115
0.089,0.11,0.095,0.124
0.111,0.1,0.103,0.128
0.12,0.106,0.119,0.15
0.125,0.1,0.131,0.141
0.121,0.096,0.141,0.128
0.115,0.092,0.129,0.121
0.11,0.095,0.124,0.118
0.1,0.103,0.117,0.112
0.106,0.119,0.117,0.11
0.1,0.131,0.111,0.097
0.096,0.141,0.101,0.09
0.092,0.129,0.115,0.085
0.095,0.124,0.124,0.082
0.103,0.117,0.128,0.082
0.119,0.117,0.15,0.085
0.131,0.111,0.141,0.092
0.141,0.101,0.128,0.1
0.129,0.115,0.121,0.094
0.124,0.124,0.118,0.075
0.117,0.128,0.112,0.072
0.117,0.15,0.11,0.07
0.111,0.141,0.097,0.07
0.101,0.128,0.09,0.066
0.115,0.121,0.085,0.067
0.124,0.118,0.082,0.081
0.128,0.112,0.082,0.105
0.15,0.11,0.085,0.108
0.141,0.097,0.092,0.11
0.128,0.09,0.1,0.111
0.121,0.085,0.094,0.107
0.118,0.082,0.075,0.089
0.112,0.082,0.072,0.08
0.11,0.085,0.07,0.078
0.097,0.092,0.07,0.072
0.09,0.1,0.066,0.072
0.085,0.094,0.067,0.073
0.082,0.075,0.081,0.072
0.082,0.072,0.105,0.072
0.085,0.07,0.108,0.073
0.092,0.07,0.11,0.073
0.1,0.066,0.111,0.069
0.094,0.067,0.107,0.064
0.075,0.081,0.089,0.04
0.072,0.105,0.08,0.02
0.07,0.108,0.078,0.025
0.07,0.11,0.072,0.038
0.066,0.111,0.072,0.039
0.067,0.107,0.073,0.042
0.081,0.089,0.072,0.067
0.105,0.08,0.072,0.091
0.108,0.078,0.073,0.104
0.11,0.072,0.073,0.104
0.111,0.072,0.069,0.114
0.107,0.073,0.064,0.104
0.089,0.072,0.04,0.096
0.08,0.072,0.02,0.096
0.078,0.073,0.025,0.09
0.072,0.073,0.038,0.091
0.072,0.069,0.039,0.089
0.073,0.064,0.042,0.089
0.072,0.04,0.067,0.086
0.072,0.02,0.091,0.089
0.073,0.025,0.104,0.101
0.073,0.038,0.104,0.116
0.069,0.039,0.114,0.123
0.064,0.042,0.104,0.113
0.04,0.067,0.096,0.094
0.02,0.091,0.096,0.083
0.025,0.104,0.09,0.088
0.038,0.104,0.091,0.078
0.039,0.114,0.089,0.067
0.042,0.104,0.089,0.067
0.067,0.096,0.086,0.089
0.091,0.096,0.089,0.099
0.104,0.09,0.101,0.115
0.104,0.091,0.116,0.115
0.114,0.089,0.123,0.115
0.104,0.089,0.113,0.099
0.096,0.086,0.094,0.086
0.096,0.089,0.083,0.06
0.09,0.101,0.088,0.044
0.091,0.116,0.078,0.04
0.089,0.123,0.067,0.037
0.089,0.113,0.067,0.037
0.086,0.094,0.089,0.037
0.089,0.083,0.099,0.04
0.101,0.088,0.115,0.05
0.116,0.078,0.115,0.05
0.123,0.067,0.115,0.065
0.113,0.067,0.099,0.044
0.094,0.089,0.086,0.04
0.083,0.099,0.06,0.025
0.088,0.115,0.044,0.02
0.078,0.115,0.04,0.016
0.067,0.115,0.037,0.01
0.067,0.099,0.037,0.013
0.089,0.086,0.037,0.024
0.099,0.06,0.04,0.043
0.115,0.044,0.05,0.049
0.115,0.04,0.05,0.058
0.115,0.037,0.065,0.076
0.099,0.037,0.044,0.073
0.086,0.037,0.04,0.047
0.06,0.04,0.025,0.04
0.044,0.05,0.02,0.032
0.04,0.05,0.016,0.03
0.037,0.065,0.01,0.025
0.037,0.044,0.013,0.023
0.037,0.04,0.024,0.023
0.04,0.025,0.043,0.023
0.05,0.02,0.049,0.03
0.05,0.016,0.058,0.03
0.065,0.01,0.076,0.034
0.044,0.013,0.073,0.031
0.04,0.024,0.047,0.02
0.025,0.043,0.04,0.012
0.02,0.049,0.032,0.009
0.016,0.058,0.03,0.009
0.01,0.076,0.025,0.007
0.013,0.073,0.023,0.009
0.024,0.047,0.023,0.021
0.043,0.04,0.023,0.04
0.049,0.032,0.03,0.068
0.058,0.03,0.03,0.044
0.076,0.025,0.034,0.059
0.073,0.023,0.031,0.04
0.047,0.023,0.02,0.05
0.04,0.023,0.012,0.032
0.032,0.03,0.009,0.034
0.03,0.03,0.009,0.031
0.025,0.034,0.007,0.027
0.023,0.031,0.009,0.025
0.023,0.02,0.021,0.023
0.023,0.012,0.04,0.03
0.03,0.009,0.068,0.035
0.03,0.009,0.044,0.077
0.034,0.007,0.059,0.089
0.031,0.009,0.04,0.045
0.02,0.021,0.05,0.025
0.012,0.04,0.032,0.025
0.009,0.068,0.034,0.025
0.009,0.044,0.031,0.027
0.007,0.059,0.027,0.029
0.009,0.04,0.025,0.031
0.021,0.05,0.023,0.057
0.04,0.032,0.03,0.075
0.068,0.034,0.035,0.109
0.044,0.031,0.077,0.125
0.059,0.027,0.089,0.104
0.04,0.025,0.045,0.087
0.05,0.023,0.025,0.075
0.032,0.03,0.025,0.039
0.034,0.035,0.025,0.04
0.031,0.077,0.027,0.035
0.027,0.089,0.029,0.031
0.025,0.045,0.031,0.03
0.023,0.025,0.057,0.03
0.03,0.025,0.075,0.034
0.035,0.025,0.109,0.071
0.077,0.027,0.125,0.095
0.089,0.029,0.104,0.101
0.045,0.031,0.087,0.072
0.025,0.057,0.075,0.065
0.025,0.075,0.039,0.052
0.025,0.109,0.04,0.052
0.027,0.125,0.035,0.052
0.029,0.104,0.031,0.051
0.031,0.087,0.03,0.053
0.057,0.075,0.03,0.078
0.075,0.039,0.034,0.086
0.109,0.04,0.071,0.104
0.125,0.035,0.095,0.105
0.104,0.031,0.101,0.097
0.087,0.03,0.072,0.083
0.075,0.03,0.065,0.083
0.039,0.034,0.052,0.079
0.04,0.071,0.052,0.078
0.035,0.095,0.052,0.074
0.031,0.101,0.051,0.072
0.03,0.072,0.053,0.071
0.03,0.065,0.078,0.069
0.034,0.052,0.086,0.074
0.071,0.052,0.104,0.079
0.095,0.052,0.105,0.087
0.101,0.051,0.097,0.094
0.072,0.053,0.083,0.08
0.065,0.078,0.083,0.062
0.052,0.086,0.079,0.062
0.052,0.104,0.078,0.063
0.052,0.105,0.074,0.067
0.051,0.097,0.072,0.065
0.053,0.083,0.071,0.07
0.078,0.083,0.069,0.082
0.086,0.079,0.074,0.111
0.104,0.078,0.079,0.13
0.105,0.074,0.087,0.127
0.097,0.072,0.094,0.127
0.083,0.071,0.08,0.118
0.083,0.069,0.062,0.118
0.079,0.074,0.062,0.116
0.078,0.079,0.063,0.112
0.074,0.087,0.067,0.107
0.072,0.094,0.065,0.105
0.071,0.08,0.07,0.102
0.069,0.062,0.082,0.099
0.074,0.062,0.111,0.099
0.079,0.063,0.13,0.103
0.087,0.067,0.127,0.113
0.094,0.065,0.127,0.113
0.08,0.07,0.118,0.117
0.062,0.082,0.118,0.116
0.062,0.111,0.116,0.114
0.063,0.13,0.112,0.113
0.067,0.127,0.107,0.11
0.065,0.127,0.105,0.115
0.07,0.118,0.102,0.117
